C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;45.5;;46.9;;48.7;;50.5;;52.3;;54.1;;55.9;;57.7;;59.5;;61.3;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;18.8;;19.6;;20.4;;21.2;;22.0;;22.8;;23.6;;24.4;;25.2;;26.0;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;41.7;;43.3;;45.2;;47.1;;49.0;;51.2;;53.4;;55.6;;57.8;;60.0;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.80;1.00;23.0;;23.6;;24.2;;24.7;;25.4;;26.2;;27.0;;28.0;;28.9;;29.9;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;48.8;;51.3;;54.8;;58.3;;61.8;;66.3;;70.8;;75.3;;79.8;;84.3;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;46.9;;49.4;;52.9;;56.4;;59.9;;64.4;;68.9;;73.4;;77.9;;82.4;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.80;0.70;74.5;;76.0;;77.5;;79.0;;80.5;;82.5;;84.5;;86.5;;88.5;;90.5;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;14.3;;14.8;;15.5;;16.2;;16.9;;17.6;;18.3;;19.0;;19.7;;20.4;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;16.0;;16.5;;17.0;;17.5;;18.0;;18.5;;19.0;;19.5;;20.0;;20.5;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;13.4;;13.8;;14.2;;14.6;;15.0;;15.4;;15.8;;16.2;;16.6;;17.0;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;43.5;;44.9;;46.7;;48.5;;50.3;;52.1;;53.9;;55.7;;57.5;;59.3;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;15.4;;16.2;;17.0;;17.8;;18.6;;19.4;;20.2;;21.0;;21.8;;22.6;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;39.7;;41.3;;43.2;;45.1;;47.0;;49.2;;51.4;;53.6;;55.8;;58.0;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.80;1.00;19.8;;20.4;;21.0;;21.7;;22.4;;23.2;;24.2;;25.2;;26.2;;27.3;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.80;0.70;71.2;;72.7;;74.2;;75.7;;77.2;;79.2;;81.2;;83.2;;85.2;;87.2;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;22.1;;22.8;;23.5;;24.2;;24.9;;25.6;;26.3;;27.0;;27.7;;28.4;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;36.1;;37.5;;39.3;;41.1;;42.9;;45.8;;48.7;;51.6;;54.5;;57.4;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;34.5;;35.6;;37.2;;38.7;;40.3;;42.6;;44.9;;47.1;;49.5;;51.9;;;;;;;
V;LARGO DE CUELLO  EN BORDE;;C;CRITICA;;;47.4;;48.7;;50.0;;51.3;;52.6;;53.9;;55.3;;56.6;;58.0;;59.3;;;;;;;
W;LARGO DE CUELLO  EN CENTRO;;C;CRITICA;;;44.8;;46.1;;47.4;;48.7;;50.0;;51.3;;52.7;;54.0;;55.4;;56.7;;;;;;;
X;ALTO DE CUELLO;;C;CRITICA;;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;;;;;;
Y;LARGO DE TAPETE;;C;CRITICA;;;32.6;;33.1;;33.7;;34.2;;34.8;;35.3;;35.9;;36.5;;37.1;;37.7;;;;;;;
Z;ALTO DE TAPETE;;C;CRITICA;;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
