C;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  1/4 ;  3/8 ;17  5/8 ;;18  3/8 ;;19  1/8 ;;;;;;;;;;;;;;;;;;;;;
D;SISA RECTA DELANTERO;;P;CRITICA;  3/16;  3/8 ;8  7/8 ;;9  1/8 ;;9  5/8 ;;;;;;;;;;;;;;;;;;;;;
E;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;9  5/8 ;;9  7/8 ;;10  1/8 ;;;;;;;;;;;;;;;;;;;;;
F;CAIDA DE ESCOTE  DELANTERO;;P;CRITICA;;;6  1/2 ;;6  3/4 ;;7      ;;;;;;;;;;;;;;;;;;;;;
G;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/16;  3/8 ;29      ;;30  1/2 ;;32  3/4 ;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA ;;P;CRITICA;;;29  1/2 ;;30  1/4 ;;31      ;;;;;;;;;;;;;;;;;;;;;
I;ANCHO DE PUNTA DE PECHO ESPALDA;;P;CRITICA;  3/16;  3/8 ;24  1/2 ;;26      ;;28  1/8 ;;;;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA ;;P;CRITICA;  1/4 ;  3/8 ;16  3/4 ;;17  1/2 ;;18  1/4 ;;;;;;;;;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;  3/16;  3/8 ;9  3/4 ;;10      ;;10  1/2 ;;;;;;;;;;;;;;;;;;;;;
L;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;8  7/8 ;;9      ;;9  3/8 ;;;;;;;;;;;;;;;;;;;;;
LL;CAIDA DE ESCOTE ESPALDA ;;P;CRITICA;;;2      ;;2  1/8 ;;2  1/4 ;;;;;;;;;;;;;;;;;;;;;
M;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/16;  3/8 ;27      ;;28  3/8 ;;30  1/2 ;;;;;;;;;;;;;;;;;;;;;
N;LARGO DE MANGA;;P;CRITICA;;;8  5/8 ;;9      ;;9  3/16;;;;;;;;;;;;;;;;;;;;;
Ñ;ANCHO EN PUNTA MANGA;;P;CRITICA;  3/16;  3/8 ;17  3/4 ;;18  7/8 ;;20  3/4 ;;;;;;;;;;;;;;;;;;;;;
O;ABERTURA DE MANGA;;P;CRITICA;  3/16;  3/8 ;17      ;;18      ;;19  3/4 ;;;;;;;;;;;;;;;;;;;;;
P;ANCHO DE TAPETE;;C;CRITICA;;;14  5/8 ;;15      ;;15  3/8 ;;;;;;;;;;;;;;;;;;;;;
Q;ALTO DE TAPETE;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;;;;;
R;ANCHO DE COLLARETA;;C;CRITICA;;;32  1/4 ;;33  3/16;;34  1/8 ;;;;;;;;;;;;;;;;;;;;;
S;ALTO DE COLLARETA;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
