B;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;17  7/8 ;;18  7/8 ;;19  7/8 ;;20  7/8 ;;22  3/8 ;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19  5/16;;20  5/16;;21  5/16;;22  5/16;;23 13/16;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;15  1/8 ;;15  5/8 ;;16  1/8 ;;16  5/8 ;;17  3/8 ;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO  ;;P;CRITICA;;;6 11/16;;7  1/8 ;;7 11/16;;8  3/16;;8 15/16;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;7 11/16;;7 15/16;;8  3/16;;8  7/16;;8 11/16;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;7  3/8 ;;7  1/2 ;;7  5/8 ;;7  3/4 ;;7  7/8 ;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;25  9/16;;26  1/16;;26  9/16;;27  1/16;;27  9/16;;;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15  7/16;;15 15/16;;16  7/16;;16 15/16;;17 11/16;;;;;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;P;CRITICA;;;7  3/8 ;;7 13/16;;8  3/8 ;;8  7/8 ;;9  9/16;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;8  1/16;;8  5/16;;8  9/16;;8 13/16;;9  1/16;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  5/8 ;;1  3/4 ;;1  7/8 ;;2      ;;2  1/8 ;;;;;;;;;;;;;;;;;
M;LARGO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  1/8 ;;8  3/8 ;;;;;;;;;;;;;;;;;
N;BICEP ANCHOI SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;13  1/8 ;;14      ;;14  3/4 ;;16  3/16;;17 11/16;;;;;;;;;;;;;;;;;
O;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;12  5/8 ;;13  7/16;;14  3/16;;15  3/8 ;;16 11/16;;;;;;;;;;;;;;;;;
P;LARGO  DE CUELLO ;;C;CRITICA;;;24  1/8 ;;24  3/4 ;;25  3/8 ;;26      ;;26  9/16;;;;;;;;;;;;;;;;;
Q;ALTO  DE CUELLO;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;;;;;;;;;;;;;;;;
R;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;13  7/8 ;;14  1/4 ;;14  5/8 ;;15      ;;15  3/8 ;;;;;;;;;;;;;;;;;
S;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
