C;ANCHO DE FALDON DELANTERO Y ESPALDA ;;P;CRITICA;  3/8 ;  3/8 ;19  1/8 ;;20  1/8 ;;21  1/8 ;;22  1/8 ;;23  5/8 ;;;;;;;;;;;;;;;;;
D;ANCHO HOMBRO DEL SUP-DEL INFER LAD DERECHO;;P;CRITICA;  1/4 ;  1/4 ;1 15/16;;2      ;;2  1/8 ;;2  3/16;;2  5/16;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO  ;;P;CRITICA;  3/8 ;  3/8 ;6  5/16;;6  7/8 ;;7  5/16;;7  7/8 ;;8  5/8 ;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;7  3/4 ;;8      ;;8  1/4 ;;8  1/2 ;;8  3/4 ;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;3  1/4 ;;3  3/8 ;;3  1/2 ;;3  5/8 ;;3  3/4 ;;;;;;;;;;;;;;;;;
H;ANCHO DE HOMBRO DEL SUPERIOR;;P;CRITICA;  1/4 ;  1/4 ;3  5/8 ;;3  3/4 ;;3  7/8 ;;4      ;;4  1/4 ;;;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA SUP DIAGONAL;;P;CRITICA;  1/4 ;  1/4 ;26  7/8 ;;27  5/8 ;;28  1/2 ;;29  5/16;;30  5/16;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESP SUPERIOR INDIVIDUAL;;P;CRITICA;  3/8 ;  3/8 ;3  5/8 ;;3  3/4 ;;3  7/8 ;;4      ;;4  1/4 ;;;;;;;;;;;;;;;;;
K;ANCHO HOMBRO ESP SUP-ESP INFE LAD DERECHO;;P;CRITICA;  5/16;  3/8 ;1 15/16;;2      ;;2  1/8 ;;2  3/16;;2  5/16;;;;;;;;;;;;;;;;;
L;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;7  7/8 ;;8  1/8 ;;8  3/16;;8  1/2 ;;8  3/4 ;;;;;;;;;;;;;;;;;
M;CAIDA DE CUELLO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;  1/2 ;;  5/8 ;;  3/4 ;;  7/8 ;;1      ;;;;;;;;;;;;;;;;;
N;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/8 ;6  3/8 ;;6  7/8 ;;7  7/16;;8  1/16;;8  3/4 ;;;;;;;;;;;;;;;;;
O;LARGO DE CUERPO ESPALDA INFERIOR  DIAGONAL;;P;CRITICA;  5/16;  1/4 ;26  3/4 ;;27  5/8 ;;28  3/8 ;;29  1/4 ;;30  1/8 ;;;;;;;;;;;;;;;;;
P;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;24  7/8 ;;25  3/8 ;;25  7/8 ;;26  3/8 ;;26  7/8 ;;;;;;;;;;;;;;;;;
Q;ANCHO DE MANGA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;12  5/8 ;;13  5/16;;14  1/8 ;;14  7/8 ;;15  7/8 ;;;;;;;;;;;;;;;;;
R;ABERTURA DE BOCA MANGA;;P;CRITICA;  3/8 ;  3/8 ;8  1/4 ;;8  3/4 ;;9  1/4 ;;9  3/4 ;;10  1/4 ;;;;;;;;;;;;;;;;;
S;ALTO DE CORTE LATERAL FALDON-DEL-ESP;;P;CRITICA;;;2  7/8 ;;2  7/8 ;;2  7/8 ;;2  7/8 ;;2  7/8 ;;;;;;;;;;;;;;;;;
T;ALTO DE COLLARETA DE CUELLO;;C;CRITICA;;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;;;;;;;;;;;;;;;;
U;ALTO DE CORTE LATERAL FALDON;;C;CRITICA;;;23  5/8 ;;24  3/8 ;;25  1/8 ;;25  7/8 ;;26  5/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
