C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;19  3/8 ;;20  3/8 ;;21  3/8 ;;22  3/8 ;;23  7/8 ;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;14  5/8 ;;15  1/8 ;;15  5/8 ;;16  1/8 ;;16  7/8 ;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;6  5/16;;6 13/16;;7  3/8 ;;7  7/8 ;;8  5/8 ;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO ;;P;CRITICA;;7  1/8 ;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  1/8 ;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO HASTA EL FINAL DE V;;P;CRITICA;;7  1/8 ;;7  5/16;;7  1/2 ;;7  3/4 ;;8      ;;;;;;;;;;;;;;;;;
H;ANCHO DE TAJO DELANTERO;;P;CRITICA;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;;;;;;;;;;;;;;;;
I;LARGO DE TAJO DELANTERO INCLINADO EN BORDE;;P;CRITICA;;3  3/8 ;;3  5/16;;3  3/8 ;;3  3/8 ;;3  3/8 ;;;;;;;;;;;;;;;;;
J;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/4 ;26  1/4 ;;26  3/4 ;;27  1/4 ;;27  3/4 ;;28  1/4 ;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;15      ;;15  1/2 ;;16      ;;16  1/2 ;;17  1/4 ;;;;;;;;;;;;;;;;;
L;SISA RECTA ESPALDA;;P;CRITICA;;6 13/16;;7  3/8 ;;7  7/8 ;;8  3/8 ;;9  1/8 ;;;;;;;;;;;;;;;;;
M;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;7  7/16;;7 11/16;;7 15/16;;8  3/16;;8  7/16;;;;;;;;;;;;;;;;;
N;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;1  1/4 ;;1  3/8 ;;1  1/2 ;;1  5/8 ;;1  3/4 ;;;;;;;;;;;;;;;;;
P;ABERTURA LATERAL DELANTERO Y ESPALDA;;P;CRITICA;;4 13/16;;4 13/16;;4 13/16;;4 13/16;;4 13/16;;;;;;;;;;;;;;;;;
Q;LARGO SUPERIOR DE MANGA;;P;CRITICA;  1/4 ;6  5/8 ;;6  7/8 ;;7  1/8 ;;7  3/8 ;;7  5/8 ;;;;;;;;;;;;;;;;;
R;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;14  7/16;;15  5/16;;16  1/8 ;;17      ;;18  7/16;;;;;;;;;;;;;;;;;
S;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;13  1/8 ;;13 13/16;;14  5/8 ;;15  3/8 ;;16  3/8 ;;;;;;;;;;;;;;;;;
T;LARGO DE COLLARETA DE CUELLO;;C;CRITICA;;25      ;;25  3/4 ;;26  1/2 ;;27  1/4 ;;28      ;;;;;;;;;;;;;;;;;
U;ALTO DE COLLARETA DE CUELLO;;C;CRITICA;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
V;LARGO DE COLLARETA DE PECHERA;;C;CRITICA;;13      ;;13      ;;13      ;;13      ;;13      ;;;;;;;;;;;;;;;;;
W;ANCHO DE COLLARETA DE PECHERA;;C;CRITICA;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;;;
X;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;13      ;;13  3/8 ;;13  3/4 ;;14  1/8 ;;14  1/2 ;;;;;;;;;;;;;;;;;
Y;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
