C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/16;  3/16;19  3/8 ;;20  3/8 ;;21  3/8 ;;22  7/8 ;;24  3/8 ;;26  7/8 ;;29  3/8 ;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/16;  3/16;16  7/8 ;;17  5/8 ;;18  3/8 ;;19  3/8 ;;20  3/8 ;;21  7/8 ;;23  3/8 ;;;;;;;;;;;;;
E;SISA RECTA DELANTERO ;;P;CRITICA;  3/16;  3/16;7  1/8 ;;7  5/8 ;;8  3/16;;8  5/8 ;;9      ;;9  3/4 ;;10  1/2 ;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;  3/16;  3/16;6  3/16;;6  7/16;;6 11/16;;6 15/16;;7  3/16;;7 11/16;;8  3/16;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;  3/16;  3/16;4 15/16;;5  1/16;;5  3/16;;5  5/16;;5  7/16;;5 11/16;;5 15/16;;;;;;;;;;;;;
I;LARGO DE CUERPO ;;P;CRITICA; 1/4; 1/4;28  5/16;;29  5/16;;30  5/16;;31  5/16;;32  5/16;;33  5/16;;34  5/16;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/16;  3/16;18  3/16;;18 15/16;;19 11/16;;20 11/16;;21 11/16;;23  3/16;;24 11/16;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;  3/16;  3/16;8  7/8 ;;9  3/8 ;;9 15/16;;10  5/16;;10  3/4 ;;11  7/16;;12  3/16;;;;;;;;;;;;;
L;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;  3/16;  3/16;7 5/8;;7 7/8;;8 1/8;;8 3/8;;8 5/8;;9 1/8;;9 5/8;;;;;;;;;;;;;
M;CAIDA DE CUELLO ESPALDA;;P;CRITICA;  3/16;  3/16;1  7/8 ;;1  7/8 ;;2      ;;2      ;;2  1/8 ;;2  1/8 ;;2  1/4 ;;;;;;;;;;;;;
N;LARGO  DE MANGA;;P;CRITICA; 1/4; 1/4;8  5/8 ;;9  1/4 ;;9  7/8 ;;10  3/8 ;;10  7/8 ;;11  3/8 ;;11  7/8 ;;;;;;;;;;;;;
O;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/16;  3/16;15  7/8 ;;16 11/16;;17  1/2 ;;18  3/8 ;;19  1/4 ;;20 11/16;;22  3/16;;;;;;;;;;;;;
P;ANCHO DE BOCA DE MANGA;;P;CRITICA;;;14  1/16;;15  1/16;;16  1/16;;17  1/16;;18  1/16;;19  9/16;;21  1/16;;;;;;;;;;;;;
Q;LARGO DE CUELLO EN COSTURA;;C;CRITICA;;;20  1/4 ;;20  7/8 ;;21  9/16;;22  3/16;;22  7/8 ;;24  1/16;;25  3/8 ;;;;;;;;;;;;;
R;ALTO DE CUELLO;;C;CRITICA;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;
S;ANCHO DE PARCHE ESPALDA;;C;CRITICA;;;7      ;;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;8  1/2 ;;9      ;;;;;;;;;;;;;
T;LARGO DE PARCHE ESPALDA;;C;CRITICA;;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  1/2 ;;4  3/4 ;;5      ;;;;;;;;;;;;;
U;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;10 15/16;;11  3/16;;11  1/2 ;;11  3/4 ;;12  1/16;;12  7/16;;13  1/8 ;;;;;;;;;;;;;
V;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;
W;LARGO DE CUELLO EN CENTRO;;C;CRITICA;;;19  1/16;;19 11/16;;20  3/8 ;;20 15/16;;21 11/16;;22  7/8 ;;24  3/16;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;MODELISTA: ROXANA GAMARRA S.;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
