D;ANCHO DE HOMBROS  DELANTERO;;P;CRITICA;;;12  5/16;;12  9/16;;12 13/16;;13  1/16;;13  5/16;;;;;;;;;;;;;;;;;
E;LARGO DE CUERPO  DELANTERO;;P;CRITICA;  1/4 ;  3/8 ;26  1/2 ;;27      ;;27  1/2 ;;28      ;;28  1/2 ;;;;;;;;;;;;;;;;;
F;ANCHO DE PECHO EN SISA DEL ESP;;P;CRITICA;  3/8 ;  3/8 ;18  1/16;;19  1/16;;20  1/16;;21  1/16;;22  9/16;;;;;;;;;;;;;;;;;
G;ANCHO DE  FALDON DEL ESP;;P;CRITICA;  1/4 ;  1/4 ;22  5/16;;23  5/16;;24  5/16;;25  5/16;;26 13/16;;;;;;;;;;;;;;;;;
H;LARGO DE PECHERA V C/ LADO;;P;CRITICA;  3/8 ;  3/8 ;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;;;;;;;;;;;;;;;;
I;LARGO DE VENTS;;P;CRITICA;;;4  7/16;;4  7/16;;4  7/16;;4  7/16;;4  7/16;;;;;;;;;;;;;;;;;
J;ABERTURA DE SCOTE ESPALDA;;P;CRITICA;;;7  1/16;;7  5/16;;7  9/16;;7 13/16;;8  1/16;;;;;;;;;;;;;;;;;
K;CAIDA ESCOTE ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;1  1/4 ;;1  3/8 ;;1  1/2 ;;1  5/8 ;;1  3/4 ;;;;;;;;;;;;;;;;;
L;SISA RECTA ESPALDA;;P;CRITICA;  1/4 ;  3/8 ;7 11/16;;8  3/16;;8 11/16;;9  3/16;;9 15/16;;;;;;;;;;;;;;;;;
M;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;  1/4 ;12 11/16;;12 15/16;;13  3/16;;13  7/16;;13 11/16;;;;;;;;;;;;;;;;;
N;LARGO DE CUERPO ESPALDA;;P;CRITICA;;;27  1/16;;27  9/16;;28  1/16;;28  9/16;;29  1/16;;;;;;;;;;;;;;;;;
O;LARGO COLLARETA SISAS;;C;CRITICA;;;22  1/4 ;;23  7/16;;24  5/8 ;;25 13/16;;27 11/16;;;;;;;;;;;;;;;;;
P;ANCHO DE COLLARTETA DE SISA;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
Q;LARGO DE CINTA COLLARETA ESCOTE;;C;CRITICA;;;23  1/8 ;;23  7/8 ;;24  1/2 ;;25  1/4 ;;26      ;;;;;;;;;;;;;;;;;
R;ANCHO DE COLLARETA ESCOTE;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
S;LARGO DE TAPETE;;C;CRITICA;  1/4 ;  1/4 ;12  1/2 ;;12  7/8 ;;13  1/4 ;;13  5/8 ;;14      ;;;;;;;;;;;;;;;;;
T;ANCHO DE TAPETE;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
U;LARGO DE COLLARETA DE PECHERA;;C;CRITICA;  1/4 ;  1/4 ;13      ;;13      ;;13      ;;13      ;;13      ;;;;;;;;;;;;;;;;;
V;ANCHO DE COLLARETA DE PECHERA;;C;CRITICA;;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
