C;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;;;12      ;;12  1/4 ;;12  1/2 ;;12  3/4 ;;13      ;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;2 15/16;;2 15/16;;2 15/16;;2 15/16;;2 15/16;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO EN PUNTA DE SISA;;P;CRITICA;  7/16;  7/16;15      ;;16      ;;17      ;;18      ;;19  1/2 ;;;;;;;;;;;;;;;;;
F;LARGO DE CUERPO DELANTERO;;P;CRITICA;  3/8 ;  1/4 ;26  1/4 ;;26  3/4 ;;27  1/4 ;;27  3/4 ;;28  1/4 ;;;;;;;;;;;;;;;;;
1;UBICACIÓN DE 1/2  PECHO  DELANTERO DESDE HPS;;P;CRITICA;;;5  3/8 ;;5  3/8 ;;5  3/8 ;;5  3/8 ;;5  3/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;;;10  7/8 ;;11  3/16;;11  7/16;;11 11/16;;11 15/16;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON DELANTERO;;P;CRITICA;  7/16;  7/16;16  1/2 ;;17  1/2 ;;18  1/2 ;;19  1/2 ;;21      ;;;;;;;;;;;;;;;;;
J;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;6 13/16;;7  1/16;;7  3/8 ;;7  5/8 ;;7  7/8 ;;;;;;;;;;;;;;;;;
V;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  5/8 ;;1  3/4 ;;1  7/8 ;;2      ;;2  1/8 ;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;12  5/16;;12  9/16;;12 13/16;;13  1/16;;13  3/8 ;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO ESPALDA EN PUNTA DE SISA;;P;CRITICA;  7/16;  7/16;15      ;;16      ;;17      ;;18      ;;19  1/2 ;;;;;;;;;;;;;;;;;
M;LARGO DE CUERPO ESPALDA;;P;CRITICA;  3/8 ;  1/4 ;26  3/4 ;;27  1/4 ;;27  3/4 ;;28  1/4 ;;28  3/4 ;;;;;;;;;;;;;;;;;
3;UBICACIÓN DE 1/2  PECHO  ESPALDA DESDE HPS;;P;CRITICA;;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;;;;;;;;;;;;;;;;
4;ANCHO DE 1/2 PECHO ESPALDA;;P;CRITICA;;;10 15/16;;11  3/16;;11  7/16;;11 11/16;;11 15/16;;;;;;;;;;;;;;;;;
O;ANCHO DE FALDON ESPALDA;;P;CRITICA;  7/16;  7/16;16  1/2 ;;17  1/2 ;;18  1/2 ;;19  1/2 ;;21      ;;;;;;;;;;;;;;;;;
P;SISA  RECTA DELANTERO;;P;CRITICA;;;6 13/16;;7  5/16;;7 13/16;;8  3/8 ;;9  1/8 ;;;;;;;;;;;;;;;;;
Q;SISA RECTA ESPALDA;;P;CRITICA;;;7  1/4 ;;7  3/4 ;;8  1/4 ;;8  3/4 ;;9  1/2 ;;;;;;;;;;;;;;;;;
R;LARGO DE COLLARETA CUELLO;;C;CRITICA;;;26  3/8 ;;27  1/8 ;;27  7/8 ;;28  5/8 ;;29  3/8 ;;;;;;;;;;;;;;;;;
S;ALTO  DE COLLARETA CUELLO;;C;CRITICA;;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;;;
T;LARGO DE COLLARETA SISA;;C;CRITICA;;;22  5/16;;23  9/16;;24 13/16;;26  1/16;;28  1/8 ;;;;;;;;;;;;;;;;;
U;ALTO  DE COLLARETA SISA;;C;CRITICA;;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
