D;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;27    ;;27 1/2;;28    ;;28 1/2;;29    ;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;17 7/8;;18 7/8;;19 7/8;;20 7/8;;22 3/8;;;;;;;;;;;;;;;;;
F;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;21 1/4;;22 1/4;;23 1/4;;24 1/4;;25 3/4;;;;;;;;;;;;;;;;;
G;SISA RECTA DELANTERO;;P;CRITICA;;;6 5/8;;7 1/8;;7 5/8;;8 1/8;;8 7/8;;;;;;;;;;;;;;;;;
H;ANCHO DE HOMBROS ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;14    ;;14 1/2;;15    ;;15 1/2;;16 1/4;;;;;;;;;;;;;;;;;
I;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;2 1/4;;2 3/8;;2 1/2;;2 5/8;;2 3/4;;;;;;;;;;;;;;;;;
J;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;9 3/4;;10    ;;10 1/4;;10 1/2;;10 3/4;;;;;;;;;;;;;;;;;
K;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;27 3/8;;27 7/8;;28 3/8;;28 7/8;;29 3/8;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;17 7/8;;18 7/8;;19 7/8;;20 7/8;;22 3/8;;;;;;;;;;;;;;;;;
M;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;21 1/4;;22 1/4;;23 1/4;;24 1/4;;25 3/4;;;;;;;;;;;;;;;;;
N;SISA RECTA ESPALDA;;P;CRITICA;;;7    ;;7 1/2;;8    ;;8 1/2;;9 1/4;;;;;;;;;;;;;;;;;
O;ALTO DE COLLARETA CUELLO;;C;CRITICA;;;1 3/8;;1 3/8;;1 3/8;;1 3/8;;1 3/8;;;;;;;;;;;;;;;;;
P;ANCHO DE COLLARETA CUELLO;;C;CRITICA;;;29 7/8;;30 3/4;;31 1/2;;32 1/4;;33    ;;;;;;;;;;;;;;;;;
Q;ALTO DE COLLARETA SISA;;C;CRITICA;;;1 3/8;;1 3/8;;1 3/8;;1 3/8;;1 3/8;;;;;;;;;;;;;;;;;
R;ANCHO DE COLLARETA SISA;;C;CRITICA;;;21 1/8;;22 1/4;;23 3/8;;24 1/2;;26 1/8;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
