D;SISA RECTA ESPALDA;;P;CRITICAL;;;7  3/16;;7  3/8 ;;7  3/4 ;;8  3/16;;8  1/2 ;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICAL;3/16;  3/8 ;18  3/16;;19  3/16;;20  1/2 ;;22      ;;24      ;;;;;;;;;;;;;;;;;
F1;UBICACIÓN DE CINTURA ESPALDA ;;P;CRITICAL;;;14  7/8 ;;15  3/8 ;;15  7/8 ;;16  3/8 ;;16  7/8 ;;;;;;;;;;;;;;;;;
F;ANCHO DE CINTURA ESPALDA -DELANTERO;;P;CRITICAL;3/16;  3/8 ;18  3/8 ;;19  1/4 ;;20  1/2 ;;22      ;;23  7/8 ;;;;;;;;;;;;;;;;;
G;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICAL;3/16;  3/8 ;20  5/8 ;;21  1/2 ;;22  3/4 ;;24  3/16;;26      ;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICAL;;;27  1/2 ;;28      ;;28  1/2 ;;29      ;;29  1/2 ;;;;;;;;;;;;;;;;;
I;ALTO DE CURVA DELANTERO Y ESPALDA;;P;CRITICAL;;;2  5/16;;2  5/16;;2  5/16;;2  5/16;;2  5/16;;;;;;;;;;;;;;;;;
J;ABERTURA DE ESCOTE DELANTERO;;P;CRITICAL;;;6  3/4 ;;7      ;;7  1/4 ;;7  1/2 ;;7  3/4 ;;;;;;;;;;;;;;;;;
K;CAIDA DE ESCOTE DELANTERO;;P;CRITICAL;;;4  3/16;;4  1/4 ;;4  3/8 ;;4  1/2 ;;4  5/8 ;;;;;;;;;;;;;;;;;
L;ANCHO DE HOMBRO DELANTERO;;P;CRITICAL;3/16;  3/8 ;14  3/4 ;;15  1/4 ;;15  7/8 ;;16  5/8 ;;17  5/8 ;;;;;;;;;;;;;;;;;
LL;SISA RECTA DELANTERO;;P;CRITICAL;;;7  3/16;;7  7/16;;7  3/4 ;;8  3/16;;8  1/2 ;;;;;;;;;;;;;;;;;
M;UBICACIÓN DE CINTURA DELANTERO;;P;CRITICAL;3/16;  3/8 ;14  7/8 ;;15  3/8 ;;15  7/8 ;;16  3/8 ;;16  7/8 ;;;;;;;;;;;;;;;;;
N;LARGO DE CUERPO DELANTERO;;P;CRITICAL;;;27  1/2 ;;28      ;;28  1/2 ;;29      ;;29 1/2;;;;;;;;;;;;;;;;;
Ñ;LARGO DE MANGA;;P;CRITICAL;;;24  5/8 ;;25      ;;25  3/8 ;;25  3/4 ;;26  1/8 ;;;;;;;;;;;;;;;;;
O;ANCHO EN PUNTA DE MANGA ;;P;CRITICAL;3/16;  3/8 ;14  1/4 ;;15  3/8 ;;16  3/16;;17      ;;18  1/2 ;;;;;;;;;;;;;;;;;
P;ANCHO DE BOCA DE MANGA;;P;CRITICAL;;;8  1/4 ;;8  1/2 ;;8  3/4 ;;9      ;;9  5/16;;;;;;;;;;;;;;;;;
Q;ANCHO DE COLLARETA DE CUELLO ;;C;CRITICAL;;;25  3/8 ;;26      ;;26  5/8 ;;27  5/16;;28      ;;;;;;;;;;;;;;;;;
R;ALTO DE COLLARETA CUELLO ;;C;CRITICAL;;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
