C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;45.3;;46.7;;48.5;;50.3;;52.1;;53.9;;55.7;;57.5;;59.3;;61.1;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;18.8;;19.6;;20.4;;21.2;;22.0;;22.8;;23.6;;24.4;;25.2;;26.0;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;42.4;;44.0;;45.9;;47.8;;49.7;;51.9;;54.1;;56.3;;58.5;;60.7;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.80;1.00;22.8;;23.5;;24.1;;24.7;;25.4;;26.2;;27.0;;27.9;;29.0;;30.0;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;50.1;;52.6;;56.1;;59.6;;63.1;;67.6;;72.1;;76.6;;81.1;;85.6;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;48.2;;50.7;;54.2;;57.7;;61.2;;65.7;;70.2;;74.7;;79.2;;83.7;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.80;0.70;76.4;;77.9;;79.4;;80.9;;82.4;;84.4;;86.4;;88.4;;90.5;;92.5;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;14.7;;15.2;;15.8;;16.5;;17.2;;17.9;;18.6;;19.3;;20.0;;20.7;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;15.2;;15.7;;16.2;;16.7;;17.2;;17.7;;18.2;;18.7;;19.2;;19.7;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;7.5;;7.9;;8.3;;8.7;;9.1;;9.5;;9.9;;10.3;;10.7;;11.1;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;43.3;;44.6;;46.4;;48.2;;50.0;;51.8;;53.5;;55.3;;57.1;;58.9;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;15.5;;16.3;;17.1;;17.9;;18.7;;19.5;;20.3;;21.1;;21.9;;22.7;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;40.3;;41.9;;43.8;;45.8;;47.7;;49.9;;52.1;;54.3;;56.5;;58.7;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.80;1.00;19.5;;20.3;;21.0;;21.7;;22.5;;23.4;;24.3;;25.4;;26.5;;27.5;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.80;0.70;73.1;;74.6;;76.1;;77.6;;79.1;;81.1;;83.1;;85.1;;87.1;;89.1;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;22.6;;23.3;;24.0;;24.7;;25.4;;26.1;;26.8;;27.5;;28.2;;28.9;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;36.7;;38.1;;39.9;;41.7;;43.5;;46.4;;49.3;;52.2;;55.0;;57.9;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;34.7;;35.9;;37.5;;39.1;;40.6;;42.9;;45.3;;47.6;;49.8;;52.1;;;;;;;
V;LARGO DE CUELLO  EN BORDE;;C;CRITICA;;;37.4;;38.6;;39.8;;41.1;;42.3;;43.5;;44.8;;46.1;;47.4;;48.7;;;;;;;
X;ALTO DE CUELLO;;C;CRITICA;;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;;;;;;
Y;LARGO DE TAPETE;;C;CRITICA;;;32.0;;32.5;;33.0;;33.6;;34.2;;34.7;;35.3;;35.9;;36.6;;37.2;;;;;;;
Z;ALTO DE TAPETE;;C;CRITICA;;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
