D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICAL;;;;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;;;;;;;;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICAL;  1/4 ;  3/8 ;;;10      ;;10  1/2 ;;11      ;;11  1/2 ;;12  1/4 ;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICAL;  5/16;  3/8 ;;;7  1/4 ;;7  5/8 ;;8      ;;8  3/8 ;;8  7/8 ;;;;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA;;P;CRITICAL;  1/4 ;  3/8 ;;;10  1/4 ;;10  3/4 ;;11  1/4 ;;11  3/4 ;;12  1/2 ;;;;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA ;;P;CRITICAL;  1/4 ;  3/8 ;;;9  5/8 ;;10  1/8 ;;10  5/8 ;;11  1/8 ;;11  7/8 ;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICAL;  5/16;  1/4 ;;;22  1/2 ;;22  7/8 ;;23  1/4 ;;23  5/8 ;;24      ;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICAL;;;;;6  5/8 ;;7      ;;7  3/8 ;;7  3/4 ;;8  1/4 ;;;;;;;;;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICAL;;;;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  1/8 ;;8  3/8 ;;;;;;;;;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICAL;;;;;7  5/8 ;;7  3/4 ;;8      ;;8  1/8 ;;8  1/4 ;;;;;;;;;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;20  1/8 ;;21  1/8 ;;22  1/8 ;;23  1/8 ;;24  5/8 ;;;;;;;;;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICAL;;;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;;;;;;;;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;19  3/8 ;;20  3/8 ;;21  3/8 ;;22  3/8 ;;23  7/8 ;;;;;;;;;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICAL;  5/16;  3/8 ;;;6  3/4 ;;7  1/8 ;;7  1/2 ;;7  7/8 ;;8  3/8 ;;;;;;;;;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICAL;  5/16;  1/4 ;;;22      ;;22  3/8 ;;22  3/4 ;;23  1/8 ;;23  1/2 ;;;;;;;;;;;;;;;
G1;ANCHO DE PECHO DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;19  7/8 ;;20  7/8 ;;21  7/8 ;;22  7/8 ;;24  3/8 ;;;;;;;;;;;;;;;
H1;ANCHO DE FALDON DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;;;18  5/8 ;;19  5/8 ;;20  5/8 ;;21  5/8 ;;23  1/8 ;;;;;;;;;;;;;;;
R;LARGO DE MANGA;;P;CRITICAL;  3/8 ;  1/4 ;;;15  1/8 ;;15  3/8 ;;15  5/8 ;;15  7/8 ;;16  1/8 ;;;;;;;;;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICAL;  3/8 ;  3/8 ;;;14  1/4 ;;15      ;;15  3/4 ;;16  1/2 ;;17  1/2 ;;;;;;;;;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICAL;  3/8 ;  3/8 ;;;9  5/8 ;;10  1/8 ;;10  5/8 ;;11  1/8 ;;11  5/8 ;;;;;;;;;;;;;;;
V;ANCHO DE CUELLO EN BORDE;;C;CRITICAL;;;;;24      ;;24  1/2 ;;25  1/8 ;;25  3/4 ;;26  3/8 ;;;;;;;;;;;;;;;
W;ANCHO DE CUELLO EN EL CENTRO;;C;CRITICAL;;;;;22  3/4 ;;23  3/8 ;;24      ;;24  5/8 ;;25  1/4 ;;;;;;;;;;;;;;;
X;ALTO DE CUELLO ;;C;CRITICAL;;;;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;;;;;;;;;;;;;;
Y;LARGO DE TAPETE ;;C;CRITICAL;;;;;13  5/8 ;;14      ;;14  3/8 ;;14  3/4 ;;15      ;;;;;;;;;;;;;;;
Z;ALTO DE TAPETE ;;C;CRITICAL;;;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
C1;ANCHO DE PRETINA;;C;CRITICAL;;;;;17  7/8 ;;18  7/8 ;;19  7/8 ;;20  7/8 ;;22  3/8 ;;;;;;;;;;;;;;;
B1;ALTO DE PRETINA;;C;CRITICAL;;;;;7  1/4 ;;7  1/4 ;;7  1/4 ;;7  1/4 ;;7  1/4 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
