C;ANCHO  DE HOMBRO DELANTERO;;P;CRITICA;  5/16;  3/16;15  3/16;;15 11/16;;16  3/16;;16 11/16;;17  7/16;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO ESPALDA ;;P;CRITICA;  5/16;  3/16;15  1/2 ;;16      ;;16  1/2 ;;17      ;;17  3/4 ;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  3/16;6  5/16;;6  7/8 ;;7  3/8 ;;7  7/8 ;;8  5/8 ;;;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/16;6  7/8 ;;7  3/8 ;;7 15/16;;8  7/16;;9  3/16;;;;;;;;;;;;;;;;;
G;ANCHO PECHO EN SISA DELANTERO Y EPALDA;;P;CRITICA;  3/8 ;  3/16;19  1/8 ;;20  1/8 ;;21  1/8 ;;22  1/8 ;;23  5/8 ;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON  DELANTERO/ ESPALDA ;;P;CRITICA;  3/8 ;3 /16;21  1/4 ;;22  1/4 ;;23  1/4 ;;24  1/4 ;;25  3/4 ;;;;;;;;;;;;;;;;;
I;CAIDA CUELLO DELANTERO;;P;CRITICA;  3/8 ;  3/16;6  1/8 ;;6  1/4 ;;6  3/8 ;;6  1/2 ;;6  5/8 ;;;;;;;;;;;;;;;;;
J;ABERTURA CUELLO DELANTERO;;P;CRITICA;;;8  5/16;;8  9/16;;8 13/16;;9  1/16;;9  5/16;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;8 13/16;;9  1/16;;9  5/16;;9  9/16;;9 13/16;;;;;;;;;;;;;;;;;
L;CAIDA DE ESCOTE ESP ;;P;CRITICA;;;1 11/16;;1 13/16;;1 15/16;;2  1/16;;2  3/16;;;;;;;;;;;;;;;;;
M;ANCHO DE MANGA  EN SISA;;P;CRITICA;  3/8 ;  3/16;13  7/16;;14  5/16;;15  1/8 ;;15 15/16;;17  1/2 ;;;;;;;;;;;;;;;;;
N;LARGO DE MANGA ;;P;CRITICA;  1/4 ;  1/4 ;8  3/16;;8  7/16;;8 11/16;;8 15/16;;9  3/16;;;;;;;;;;;;;;;;;
O;ABERTURA DE MANGA ;;P;CRITICA;  3/8 ;  3/16;12  7/8 ;;13 11/16;;14  7/16;;15  1/4 ;;16  1/2 ;;;;;;;;;;;;;;;;;
P;LARGO DE  CUELLO COLLARETA (DISPO) ;;C;CRITICA;;;30  1/2 ;;31  3/8 ;;32  1/8 ;;32  7/8 ;;33  5/8 ;;;;;;;;;;;;;;;;;
Q;ALTO DE CUELLO COLLARETA;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;
R;ANCHO DE TAPETE ;;C;CRITICA;;;14  3/8 ;;14  3/4 ;;15  1/8 ;;15  1/2 ;;15  7/8 ;;;;;;;;;;;;;;;;;
S;ALTO DE TAPETE ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;4  7/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;13  1/4 ;;13  3/4 ;;14  1/4 ;;14  3/4 ;;15  1/2 ;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;13  3/4 ;;14  1/4 ;;14  3/4 ;;15  1/4 ;;16      ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
