C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;46.1;;47.5;;49.3;;51.1;;52.9;;54.7;;56.5;;58.3;;60.1;;61.9;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;18.7;;19.5;;20.3;;21.1;;21.9;;22.8;;23.5;;24.3;;25.2;;26.0;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;42.1;;43.7;;45.6;;47.5;;49.4;;51.6;;53.8;;56.0;;58.2;;60.4;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.80;1.00;23.0;;23.6;;24.2;;24.8;;25.4;;26.2;;27.0;;28.0;;28.9;;29.9;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;49.6;;52.1;;55.6;;59.1;;62.6;;67.1;;71.6;;76.1;;80.6;;85.1;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;47.7;;50.2;;53.7;;57.2;;60.7;;65.2;;69.7;;74.2;;78.7;;83.2;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.80;0.70;75.3;;76.8;;78.3;;79.8;;81.3;;83.3;;85.3;;87.3;;89.3;;91.4;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;14.7;;15.2;;15.9;;16.6;;17.3;;17.9;;18.6;;19.3;;20.0;;20.7;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;16.0;;16.5;;17.0;;17.5;;18.0;;18.5;;19.0;;19.5;;20.0;;20.5;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;13.5;;13.9;;14.3;;14.7;;15.1;;15.5;;15.9;;16.3;;16.7;;17.1;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;44.1;;45.5;;47.3;;49.1;;50.9;;52.7;;54.5;;56.3;;58.1;;59.9;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;15.4;;16.2;;16.9;;17.7;;18.5;;19.3;;20.1;;20.9;;21.7;;22.5;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;40.1;;41.7;;43.6;;45.5;;47.4;;49.6;;51.8;;54.0;;56.2;;58.4;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.80;1.00;19.8;;20.4;;21.0;;21.7;;22.4;;23.3;;24.2;;25.2;;26.2;;27.3;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.80;0.70;71.9;;73.4;;74.9;;76.4;;77.9;;79.9;;81.9;;83.9;;86.0;;88.0;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;22.3;;23.0;;23.7;;24.4;;25.1;;25.8;;26.5;;27.2;;27.9;;28.6;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;36.8;;37.8;;39.6;;41.4;;43.2;;46.1;;49.0;;51.8;;54.7;;57.7;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;34.7;;35.9;;37.5;;39.0;;40.6;;42.9;;45.2;;47.5;;49.8;;52.2;;;;;;;
V;LARGO DE CUELLO  EN BORDE;;C;CRITICA;;;47.4;;48.7;;50.0;;51.3;;52.6;;53.9;;55.3;;56.6;;58.0;;59.3;;;;;;;
W;LARGO DE CUELLO  EN CENTRO;;C;CRITICA;;;44.8;;46.1;;47.4;;48.7;;50.0;;51.3;;52.7;;54.0;;55.4;;56.7;;;;;;;
X;ALTO DE CUELLO;;C;CRITICA;;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;;;;;;
Y;LARGO DE TAPETE;;C;CRITICA;;;32.6;;33.1;;33.7;;34.2;;34.8;;35.3;;35.9;;36.5;;37.1;;37.7;;;;;;;
Z;ALTO DE TAPETE;;C;CRITICA;;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
