;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;2XL;;3XL;;;;;;;;;;;;;;;;;;;;;;;
A;LARGO DE DELANTERO;;P;CRITICA;  5/16;  1/4 ;28  1/4 ;;29  1/4 ;;30  1/4 ;;31  1/4 ;;32  1/4 ;;33  1/4 ;;34  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE PECHO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;20  1/2 ;;21  1/2 ;;22  1/2 ;;24      ;;25  1/2 ;;29      ;;31  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19  1/4 ;;20  1/2 ;;21  1/2 ;;23      ;;24  1/2 ;;28      ;;30  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;17  3/8 ;;18  1/16;;18  7/8 ;;19  7/8 ;;20  7/8 ;;22  5/8 ;;24  1/16;;;;;;;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;;7  1/16;;7  9/16;;8  1/16;;8  1/2 ;;8 15/16;;10      ;;10  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5  1/2 ;;5  9/16;;5  3/4 ;;6      ;;6  1/4 ;;6 13/16;;7  5/16;;;;;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  3/4 ;;2 15/16;;3  1/16;;3  3/16;;3  1/4 ;;3  9/16;;3  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16; 1/4;29  5/8 ;;30  5/8 ;;31  5/8 ;;32  5/8 ;;33  5/8 ;;34  5/8 ;;35  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
I;SISA RECTA ESPALDA;;P;CRITICA;;;8  3/8 ;;8  7/8 ;;9  3/8 ;;9 13/16;;10  1/4 ;;11  1/4 ;;11 15/16;;;;;;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;18  5/16;;19  1/16;;19 13/16;;20 13/16;;21 13/16;;23  9/16;;25  1/16;;;;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;6  3/8 ;;6  9/16;;6 11/16;;6 15/16;;7  1/4 ;;7  3/4 ;;8  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  1/4 ;;1  1/4 ;;1  3/8 ;;1  3/8 ;;1  1/2 ;;1  1/2 ;;1  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
M;BICEP ANCHO DE MANGA;;P;CRITICA; 3/8; 3/8;15  5/8 ;;16  5/8 ;;17  1/2 ;;18  1/2 ;;19  5/16;;21  5/8 ;;23  3/16;;;;;;;;;;;;;;;;;;;;;;;
N;ANCHO DE BOCA DE MANGA;;P;CRITICA; 3/8; 3/8;13  1/4 ;;14  1/4 ;;15  3/8 ;;16  1/2 ;;17  1/2 ;;18 13/16;;20  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
LL;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;9  5/16;;10      ;;10  9/16;;11  1/16;;11  9/16;;11 15/16;;12  7/16;;;;;;;;;;;;;;;;;;;;;;;
Ñ;ANCHO DE PARCHE ESPALDA;;C;CRITICA;;;6  5/8 ;;6  3/4 ;;6 15/16;;7  3/16;;7  7/16;;8      ;;8  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
O;ALTO DE PARCHE ESPALDA;;C;CRITICA;;;3  7/8 ;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  5/8 ;;4  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
P;ANCHO DE CUELLO INTERIOR-BORDE SUPERIOR;;C;CRITICA;;;17      ;;17  1/2 ;;18      ;;18  3/4 ;;19  1/2 ;;20  3/4 ;;22      ;;;;;;;;;;;;;;;;;;;;;;;
Q;ANCHO DE CUELLO INTERIOR-BORDE INFERIOR;;C;CRITICA;;;15 13/16;;16  5/16;;16 13/16;;17  9/16;;18  5/16;;19  9/16;;20 13/16;;;;;;;;;;;;;;;;;;;;;;;
R;ALTO DE CUELLO INTERIOR;;C;CRITICA;;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  7/8 ;;2  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
S;ANCHO DE CUELLO EXTERIOR-BORDE SUPERIOR;;C;CRITICA;;;17      ;;17  1/2 ;;18      ;;18  3/4 ;;19  1/2 ;;20  3/4 ;;22      ;;;;;;;;;;;;;;;;;;;;;;;
T;ANCHO DE CUELLO EXTERIOR-BORDE INFERIOR;;C;CRITICA;;;15 13/16;;16  5/16;;16 13/16;;17  9/16;;18  5/16;;19  9/16;;20 13/16;;;;;;;;;;;;;;;;;;;;;;;
U;ALTO DE CUELLO EXTERIOR;;C;CRITICA;;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  7/8 ;;2  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
V;ANCHO DE BANDA INTERIOR;;C;CRITICA;;;18      ;;18  1/2 ;;19      ;;19  3/4 ;;20  1/2 ;;21  3/4 ;;23      ;;;;;;;;;;;;;;;;;;;;;;;
W;ALTO DE BANDA INTERIOR;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  3/4 ;;1  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
X;ANCHO DE BANDA EXTERIOR;;C;CRITICA;;;18  1/8 ;;18  5/8 ;;19  1/8 ;;19  7/8 ;;20  5/8 ;;21  7/8 ;;23  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
Y;ALTO DE BANDA EXTERIOR;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
Z;ANCHO DE PECHERA -BORDE SUPERIOR;;C;CRITICA;;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
Z1;ALTO DE PECHERA;;C;CRITICA;;;11  1/2 ;;12      ;;12      ;;12  1/2 ;;12  1/2 ;;13      ;;13      ;;;;;;;;;;;;;;;;;;;;;;;
5;LARGO DE TAJO EN DELANTERO;;P;CRITICA;;;4  3/4 ;;5      ;;5      ;;5  1/4 ;;5  1/4 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
