D;ANCHO DE HOMBRO INDIVIDUAL;;CRITICA;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO EN PUNTA DE SISA;;CRITICA;  3/8 ;  3/8 ;16  1/2 ;;17  1/2 ;;18  1/2 ;;19  1/2 ;;21      ;;;;;;;;;;;;;;;;;
F;LARGO DE CUERPO DELANTERO;;CRITICA;  5/16;  1/4 ;27  3/16;;27 11/16;;28  3/16;;28 11/16;;29  3/16;;;;;;;;;;;;;;;;;
1;UBICACIÓN DE 1/2  PECHO  DELANTERO DESDE HPS;;CRITICA;;;5      ;;5      ;;5      ;;5      ;;5      ;;;;;;;;;;;;;;;;;
2;ANCHO DE 1/2 PECHO DELANTERO;;CRITICA;  1/4 ;  1/4 ;11  1/4 ;;11  1/2 ;;11  3/4 ;;12      ;;12  1/4 ;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON DELANTERO;;CRITICA;  3/8 ;  3/8 ;25  5/8 ;;26  5/8 ;;27  5/8 ;;28  1/2 ;;30      ;;;;;;;;;;;;;;;;;
J;ABERTURA DE CUELLO ESPALDA;;CRITICA;;;5  1/16;;5  1/4 ;;5  3/8 ;;5  9/16;;5  3/4 ;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO ESPALDA;;CRITICA;  1/4 ;  1/4 ;6  5/8 ;;6  3/4 ;;6 15/16;;7  1/16;;7  1/4 ;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO ESPALDA EN PUNTA DE SISA;;CRITICA;  3/8 ;  3/8 ;8  9/16;;9  1/16;;9  9/16;;10  1/16;;10 13/16;;;;;;;;;;;;;;;;;
M;LARGO DE CUERPO ESPALDA;;CRITICA;  5/16;  1/4 ;27  7/8 ;;28  3/8 ;;28  7/8 ;;29  3/8 ;;29  7/8 ;;;;;;;;;;;;;;;;;
3;UBICACIÓN DE 1/2  PECHO  ESPALDA DESDE HPS;;CRITICA;;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;;;
4;ANCHO DE 1/2 PECHO ESPALDA;;CRITICA;  1/4 ;  1/4 ;6  1/4 ;;6  3/8 ;;6  1/2 ;;6  5/8 ;;6 13/16;;;;;;;;;;;;;;;;;
O;ANCHO DE FALDON ESPALDA;;CRITICA;  3/8 ;  3/8 ;13  7/16;;13  7/8 ;;14  3/8 ;;14 13/16;;15  1/2 ;;;;;;;;;;;;;;;;;
P;SISA RECTA DELANTERO;;CRITICA;;;6  5/8 ;;7  1/8 ;;7  5/8 ;;8  3/16;;8 15/16;;;;;;;;;;;;;;;;;
Q;SISA RECTA  ESPALDA;;CRITICA;;;7  1/4 ;;7  3/4 ;;8  1/4 ;;8  3/4 ;;9  1/2 ;;;;;;;;;;;;;;;;;
R;LARGO DE COLLARETA CUELLO;;CRITICA;;;30  3/4 ;;31  1/2 ;;32  1/4 ;;33  1/16;;33 13/16;;;;;;;;;;;;;;;;;
S;ALTO  DE COLLARETA CUELLO;;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;
T;LARGO DE COLLARETA SISA;;CRITICA;;;20  7/8 ;;22  1/16;;23  1/4 ;;24  7/16;;26  1/4 ;;;;;;;;;;;;;;;;;
U;ALTO  DE COLLARETA SISA;;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;
V;LARGO DE TAPETE DE CUELLO;;CRITICA;;;14  7/8 ;;15  1/4 ;;15  5/8 ;;16      ;;16  5/16;;;;;;;;;;;;;;;;;
W;ALTO  DE TAPETE DE CUELLO;;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
