R;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;7  3/16;;7  5/16;;7  9/16;;7 13/16;;8  1/16;;8  5/16;;;;;;;;;;;;;;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;  3/8 ;  3/8 ;13  5/16;;13  3/4 ;;14  5/8 ;;15  3/8 ;;16  7/8 ;;18  5/16;;;;;;;;;;;;;;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;11  7/8 ;;12  3/8 ;;13  1/8 ;;14  1/8 ;;15  1/8 ;;16  1/8 ;;;;;;;;;;;;;;;;;;;;
U;"ANCHO DE MANGA A 3"" DE CABEZA DE MANGA";;P;CRITICA;;;8  1/2 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;9  5/8 ;;10  3/16;;;;;;;;;;;;;;;;;;;;
Z1;ALTO DE VENZ DELANTERO-ESPALDA;;P;CRITICA;;;4  7/16;;4  7/16;;4  7/16;;4  7/16;;4  7/16;;4  7/16;;;;;;;;;;;;;;;;;;;;
V;LARGO DE CUELLO EXTER. Y  INTER. PARTE SUPERIOR;;C;CRITICA;;;16  9/16;;16  9/16;;17  5/16;;18  3/16;;19  3/16;;20  1/16;;;;;;;;;;;;;;;;;;;;
D1;LARGO DE CUELLO EXTER. Y  INTER. PARTE INFERIOR;;C;CRITICA;;;17  3/8 ;;17  3/8 ;;18  1/8 ;;19      ;;20      ;;20  7/8 ;;;;;;;;;;;;;;;;;;;;
W;ALTO DE CUELLO EXTER. Y  INTER.  EN CENTRO;;C;CRITICA;;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;;;;;;;;;;;;;;;;;;;
E1;ALTO DE PUÑO;;C;CRITICA;;; 15/16;; 15/16;; 15/16;; 15/16;; 15/16;; 15/16;;;;;;;;;;;;;;;;;;;;
C1;LARGO  DE PUÑO;;C;CRITICA;;;11  1/4 ;;11  3/4 ;;12  1/2 ;;13  1/2 ;;14  1/2 ;;15  1/2 ;;;;;;;;;;;;;;;;;;;;
C2;LARGO DE TAJO DELANTERO;;P;CRITICA;;;4 13/16;;4 13/16;;4 13/16;;4 13/16;;4 13/16;;4 13/16;;;;;;;;;;;;;;;;;;;;
C3;LARGO DE PECHERA SUPERIOR-INFERIOR;;C;CRITICA;;;7  1/4 ;;7  1/4 ;;7  1/4 ;;7  1/4 ;;7  1/4 ;;7  1/4 ;;;;;;;;;;;;;;;;;;;;
C4;ANCHO DE PECHERA SUPERIOR;;C;CRITICA;;;1 15/16;;1 15/16;;1 15/16;;1 15/16;;1 15/16;;1 15/16;;;;;;;;;;;;;;;;;;;;
C5;ANCHO DE PECHERA INFERIOR;;C;CRITICA;;;3      ;;3      ;;3      ;;3      ;;3      ;;3      ;;;;;;;;;;;;;;;;;;;;
C6;ALTO PUNTA DE CUELLO EXTE. Y INTER.;;C;CRITICA;;;2  1/4 ;;2  1/4 ;;2  1/4 ;;2  1/4 ;;2  1/4 ;;2  1/4 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
