D;ANCHO DE HOMBRO INDIVIDUAL;;CRITICAL;;;9  1/4 ;;9  5/8 ;;10      ;;10  3/8 ;;11      ;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO EN PUNTA DE SISA;;CRITICAL;;;24  5/8 ;;25  5/8 ;;26  5/8 ;;27  5/8 ;;29  1/8 ;;;;;;;;;;;;;;;;;
F;LARGO DE CUERPO DELANTERO;;;  5/16;  1/4 ;26  3/8 ;;26  7/8 ;;27  3/8 ;;27  7/8 ;;28  3/8 ;;;;;;;;;;;;;;;;;
1;UBICACIÓN DE  PECHO  DELANTERO DESDE HPS;;;;;10  1/2 ;;10  7/8 ;;11  3/8 ;;11  7/8 ;;12  3/8 ;;;;;;;;;;;;;;;;;
G;ANCHO DE PECHO DELANTERO;;CRITICAL;  3/8 ;  3/8 ;19  1/2 ;;20  1/2 ;;21  1/2 ;;22  1/2 ;;24      ;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON DELANTERO;;CRITICAL;  3/8 ;  3/8 ;23      ;;24      ;;25      ;;26      ;;27  1/2 ;;;;;;;;;;;;;;;;;
I;ALTO DE VENZ;;CRITICAL;;;5      ;;5      ;;5      ;;5      ;;5      ;;;;;;;;;;;;;;;;;
J;ABERTURA DE CUELLO ESPALDA;;;;;4  1/2 ;;4  5/8 ;;4  7/8 ;;5      ;;5  1/8 ;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO ESPALDA;;CRITICAL;;;13  1/8 ;;13  5/8 ;;14  1/8 ;;14  5/8 ;;15  3/8 ;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO ESPALDA EN PUNTA DE SISA;;;;;12  5/8 ;;13  1/8 ;;13  5/8 ;;14  1/8 ;;14  7/8 ;;;;;;;;;;;;;;;;;
M;LARGO DE CUERPO ESPALDA;;;  5/16;  1/4 ;26  7/8 ;;27  3/8 ;;27  7/8 ;;28  3/8 ;;28  7/8 ;;;;;;;;;;;;;;;;;
2;UBICACIÓN DE  PECHO  ESPALDA DESDE HPS;;;;;10  7/8 ;;11  3/8 ;;11  7/8 ;;12  1/4 ;;12  3/4 ;;;;;;;;;;;;;;;;;
N;ANCHO DE PECHO ESPALDA ;;CRITICAL;  5/16;  3/8 ;10      ;;10  5/8 ;;11  1/8 ;;11  5/8 ;;12  3/8 ;;;;;;;;;;;;;;;;;
O;ANCHO DE FALDON ESPALDA;;;  5/16;  3/8 ;10 11/16;;11  3/16;;11 11/16;;12  3/16;;12 15/16;;;;;;;;;;;;;;;;;
P;ANCHO DE BOCA DE MANGA DELANTERO;;CRITICAL;;;7      ;;7  5/16;;7  3/4 ;;8  1/8 ;;8  5/8 ;;;;;;;;;;;;;;;;;
Q;ANCHO DE BOCA DE MANGA ESPALDA;;CRITICAL;;;7  1/2 ;;7  7/8 ;;8  1/4 ;;8  5/8 ;;9  1/8 ;;;;;;;;;;;;;;;;;
R;LARGO DE COLLARETA;;CRITICAL;;;30  1/2 ;;31  1/8 ;;31  7/8 ;;32  5/8 ;;33  1/4 ;;;;;;;;;;;;;;;;;
S;ALTO  DE COLLARETA;;CRITICAL;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
