B;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;3  7/16;;3  9/16;;3 11/16;;3 13/16;;3 15/16;;4  1/16;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO EN PUNTA DE SISA;;P;CRITICA;  7/16;  7/16;14  3/4 ;;15  3/4 ;;16  3/4 ;;17  3/4 ;;19  1/4 ;;20  3/4 ;;;;;;;;;;;;;;;;;
F;LARGO DE CUERPO DELANTERO;;P;CRITICA;  3/8 ;  1/4 ;22  5/16;;22 13/16;;23  5/16;;23 13/16;;24  5/16;;24 13/16;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON DELANTERO;;P;CRITICA;  7/16;  7/16;14 15/16;;15 15/16;;16 15/16;;17 15/16;;19  5/16;;20 11/16;;;;;;;;;;;;;;;;;
J;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;8  1/4 ;;8  1/2 ;;8  3/4 ;;9      ;;9  1/4 ;;9  1/2 ;;;;;;;;;;;;;;;;;
V;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  3/8 ;;1  1/2 ;;1  5/8 ;;1  3/4 ;;1  7/8 ;;2      ;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;12  9/16;;13  1/16;;13  9/16;;14  1/16;;14 13/16;;15  9/16;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO ESPALDA EN PUNTA DE SISA;;P;CRITICA;  7/16;  7/16;14  3/4 ;;15  3/4 ;;16  3/4 ;;17  3/4 ;;19  1/4 ;;20  3/4 ;;;;;;;;;;;;;;;;;
M;LARGO DE CUERPO ESPALDA;;P;CRITICA;  3/8 ;  1/4 ;22 11/16;;23  3/16;;23 11/16;;24  3/16;;24 11/16;;25  3/16;;;;;;;;;;;;;;;;;
O;ANCHO DE FALDON ESPALDA;;P;CRITICA;  7/16;  7/16;14 11/16;;15  5/8 ;;16  5/8 ;;17  5/8 ;;19  1/8 ;;20  5/8 ;;;;;;;;;;;;;;;;;
P;SISA  RECTA DELANTERO;;P;CRITICA;;;6  5/8 ;;7  1/8 ;;7  5/8 ;;8  1/8 ;;8 13/16;;9  1/2 ;;;;;;;;;;;;;;;;;
Q;SISA RECTA ESPALDA;;P;CRITICA;;;7  5/8 ;;8  1/8 ;;8  9/16;;9  1/16;;9  3/4 ;;10  1/2 ;;;;;;;;;;;;;;;;;
R;LARGO DE COLLARETA CUELLO;;C;CRITICA;;;28  5/8 ;;29  3/8 ;;30      ;;30  3/4 ;;31  1/2 ;;32  1/8 ;;;;;;;;;;;;;;;;;
S;ALTO  DE COLLARETA CUELLO;;C;CRITICA;;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;;;
T;LARGO DE COLLARETA SISA;;C;CRITICA;;;23  1/4 ;;24  5/8 ;;25  7/8 ;;27  1/4 ;;29  1/8 ;;31  1/8 ;;;;;;;;;;;;;;;;;
U;ALTO  DE COLLARETA SISA;;C;CRITICA;;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;NUEVA FORMAS DE MEDIR HPS ES DESDE BORDE COLLARETA;;;;;;;;;;;;;;;;;;;;;;;;;;;
