C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;46.3;;47.7;;49.5;;51.3;;53.1;;54.9;;56.7;;58.5;;60.3;;62.1;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;18.7;;19.5;;20.3;;21.1;;21.9;;22.8;;23.5;;24.3;;25.2;;26.0;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;43.1;;44.6;;46.6;;48.5;;50.4;;52.6;;54.8;;57.0;;59.1;;61.3;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.80;1.00;23.0;;23.6;;24.2;;24.8;;25.4;;26.2;;27.0;;28.0;;28.9;;30.0;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;49.6;;52.1;;55.6;;59.1;;62.6;;67.1;;71.6;;76.1;;80.6;;85.1;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;47.8;;50.3;;53.8;;57.3;;60.8;;65.3;;69.8;;74.3;;78.8;;83.3;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.80;0.70;75.7;;77.2;;78.7;;80.2;;81.7;;83.7;;85.7;;87.7;;89.7;;91.7;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;14.8;;15.3;;16.0;;16.7;;17.4;;18.0;;18.8;;19.5;;20.2;;20.9;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;16.0;;16.5;;17.0;;17.5;;18.0;;18.5;;19.0;;19.5;;20.0;;20.5;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;13.5;;13.9;;14.3;;14.7;;15.1;;15.5;;15.9;;16.3;;16.7;;17.1;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;44.3;;45.8;;47.4;;49.2;;51.0;;52.8;;54.5;;56.3;;58.1;;59.9;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;15.4;;16.2;;16.9;;17.7;;18.5;;19.3;;20.1;;20.9;;21.7;;22.5;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;40.9;;42.5;;44.4;;46.3;;48.2;;50.4;;52.6;;54.8;;57.0;;59.2;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.80;1.00;19.8;;20.4;;21.0;;21.7;;22.4;;23.3;;24.2;;25.3;;26.3;;27.4;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.80;0.70;72.3;;73.8;;75.3;;76.8;;78.3;;80.3;;82.3;;84.3;;86.3;;88.3;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;22.4;;23.1;;23.8;;24.5;;25.2;;25.9;;26.6;;27.3;;28.0;;28.7;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;36.3;;37.7;;39.5;;41.3;;43.1;;46.0;;48.9;;51.7;;54.6;;57.5;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;34.8;;36.0;;37.5;;39.1;;40.7;;43.0;;45.3;;47.5;;49.9;;52.3;;;;;;;
V;LARGO DE CUELLO  EN BORDE;;C;CRITICA;;;47.4;;48.7;;50.0;;51.3;;52.6;;53.9;;55.3;;56.6;;58.0;;59.3;;;;;;;
W;LARGO DE CUELLO  EN CENTRO;;C;CRITICA;;;44.8;;46.1;;47.4;;48.7;;50.0;;51.3;;52.7;;54.0;;55.4;;56.7;;;;;;;
X;ALTO DE CUELLO;;C;CRITICA;;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;;;;;;
Y;LARGO DE TAPETE;;C;CRITICA;;;32.6;;33.1;;33.7;;34.2;;34.8;;35.3;;35.9;;36.5;;37.1;;37.7;;;;;;;
Z;ALTO DE TAPETE;;C;CRITICA;;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
