C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;22 1/8;;23 1/8;;24 1/8;;25 1/8;;26 5/8;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;22 1/4;;23 1/4;;24 1/4;;25 1/4;;26 3/4;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  3/8 ;7 13/16;;8  1/4 ;;8 11/16;;9  1/4 ;;9 13/16;;;;;;;;;;;;;;;;;
G;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;7  1/8 ;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  1/8 ;;;;;;;;;;;;;;;;;
H;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;3  5/16;;3  7/16;;3  9/16;;3. 11/16;;3. 13/16;;;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;25. 9/16;;26. 1/16;;26. 9/16;;27. 1/16;;27. 9/16;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;22 1/4;;23 1/4;;24 1/4;;25 1/4;;26 3/4;;;;;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/8 ;7 13/16;;8  1/4 ;;8 11/16;;9  1/4 ;;9 13/16;;;;;;;;;;;;;;;;;
L;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;7  3/16;;7  7/16;;7  5/8 ;;7  7/8 ;;8  1/8 ;;;;;;;;;;;;;;;;;
M;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;.13/16;;.15/16;;1. 1/16;;1. 3/16;;1. 5/16;;;;;;;;;;;;;;;;;
N;LARGO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;7  7/16;; 7  7/16;; 7  7/16;; 7  7/16;; 7  7/16;;;;;;;;;;;;;;;;;
O;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;15  9/19;;16 3/8;;17  3/16;;17. 15/16;;19      ;;;;;;;;;;;;;;;;;
P;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;14  7/8 ;;15. 11/16;;16 1/2;;17 1/4;;18.25;;;;;;;;;;;;;;;;;
Q;LARGO DE  CUELLO RIB;;C;CRITICA;;;15    ;;15 7/8;;16 5/8;;17 3/8;;18 1/8;;;;;;;;;;;;;;;;;
R;ALTO  DE CUELLO RIB;;C;CRITICA;;;2 1/4;;2 1/4;;2 1/4;;2 1/4;;2 1/4;;;;;;;;;;;;;;;;;
S;LARGO DE TAPETE ESPALDA;;C;CRITICA;;;12 5/8;;13;;13.375;;13.75;;14 1/8;;;;;;;;;;;;;;;;;
T;ALTO DE TAPETE  ESPALDA;;C;CRITICA;;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;;;;;;;;;;;;;;;;
U;LARGO DE BOLSILLO;;P;CRITICA;;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  7/8 ;;;;;;;;;;;;;;;;;
V;ANCHO DE BOLSILLO;;P;CRITICA;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  3/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
