C;ANCHO DE FALDON DELANTERO Y ESPALDA ;;P;CRITICA;  3/8 ;  3/8 ;;;21      ;;21  3/4 ;;22  1/2 ;;23  1/2 ;;24  1/2 ;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;;;17  5/16;;17 13/16;;18  5/16;;18 13/16;;19  5/16;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO  ;;P;CRITICA;  3/8 ;  3/8 ;;;8      ;;8  7/16;;8 13/16;;9  1/4 ;;9  3/4 ;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;;;6  3/16;;6  7/16;;6 11/16;;6  7/8 ;;7  1/8 ;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;;;3      ;;3  1/8 ;;3  3/8 ;;3  9/16;;3 13/16;;;;;;;;;;;;;;;
I;"ANCHO DE MEDIO PECHO A 6 3/4"" DESDE HPS";;P;CRITICA;  7/16;  7/16;;;15  3/4 ;;16  1/4 ;;16  3/4 ;;17  1/4 ;;17  3/4 ;;;;;;;;;;;;;;;
J;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/4 ;  3/8 ;;;31  5/8 ;;32  1/8 ;;32  7/8 ;;33  5/8 ;;34  3/8 ;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  7/16;  7/16;;;18  7/16;;18 15/16;;19  7/16;;19 15/16;;20  7/16;;;;;;;;;;;;;;;
L;"ANCHO DE MEDIO ESPALDA A 8  5/8"" DESDE HPS";;P;CRITICA;  7/16;  7/16;;;16  9/16;;17  1/16;;17  9/16;;18  1/16;;18  9/16;;;;;;;;;;;;;;;
M;SISA RECTA ESPALDA;;P;CRITICA;  3/8 ;  7/16;;;9  5/16;;9 11/16;;10  1/16;;10  1/2 ;;10  7/8 ;;;;;;;;;;;;;;;
N;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;;;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;8  1/4 ;;;;;;;;;;;;;;;
O;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;
P;LARGO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;;;9  3/4 ;;10      ;;10  1/4 ;;10  1/2 ;;10  3/4 ;;;;;;;;;;;;;;;
Q;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;;;17  1/2 ;;18  3/16;;19      ;;19 13/16;;20  5/8 ;;;;;;;;;;;;;;;
R;ANCHO DE BOCA DE MANGA;;P;CRITICA;;;;;12 11/16;;13  1/2 ;;14  1/4 ;;15      ;;15 13/16;;;;;;;;;;;;;;;
S;ANCHO DE COLLARETA DE PRESILLA ESCOTE Y COSTADO;;C;CRITICA;;;;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;;;;;;;;;;;;;;
T;LARGO DE COLLARETA DE PRESILLA ESCOTE;;C;CRITICA;;;;;7  1/2 ;;7  1/2 ;;7  1/2 ;;7  1/2 ;;7  1/2 ;;;;;;;;;;;;;;;
W;LARGO DE COLLARETA DE PRESILLA DE COSTADO;;C;CRITICA;;;;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;
X;LARGO DE CUELLO EXTERIOR;;;;;;;;16  3/8 ;;17  1/8 ;;17  7/8 ;;18  5/8 ;;19  3/8 ;;;;;;;;;;;;;;;
Y;ABERTURA LATERAL ESPALDA;;P;CRITICA;;;;;4  3/4 ;;4  3/4 ;;4  3/4 ;;4  3/4 ;;4  3/4 ;;;;;;;;;;;;;;;
Z;ABERTURA LATERAL DELANTERO;;P;CRITICA;;;;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;3  3/4 ;;;;;;;;;;;;;;;
A1;LARGO DE CUELLO INTERIOR;;C;CRITICA;;;;;16  9/16;;17  5/16;;18  1/16;;18 13/16;;19  9/16;;;;;;;;;;;;;;;
A2;ALTO DE CUELLO EN CENTRO;;C;CRITICA;;;;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;3  1/8 ;;;;;;;;;;;;;;;
A3;LARGO DE BANDA EXTERIOR;;C;CRITICA;;;;;18  9/16;;19  5/16;;20  1/16;;20 13/16;;21  9/16;;;;;;;;;;;;;;;
A4;ALTO DE BANDA EXTERIOR;;C;CRITICA;;;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;
A5;LARGO DE BANDA INTERIOR;;C;CRITICA;;;;;18  3/4 ;;19  1/2 ;;20  1/4 ;;21      ;;21  3/4 ;;;;;;;;;;;;;;;
A6;ALTO DE BANDA INTERIOR;;C;CRITICA;;;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;
A7;ANCHO DE MEDIA LUNA;;;;;;;;6  1/4 ;;6  1/4 ;;6  1/4 ;;7      ;;7      ;;;;;;;;;;;;;;;
A8;ALTO DE MEDIA LUNA;;C;CRITICA;;;;;4  3/16;;4  3/16;;4  3/16;;4  3/16;;4  3/16;;;;;;;;;;;;;;;
;MEDIDAS ADICIONALES PARA DELANTEROS CON TAJO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE TAJO DELANTERO;;P;CRITICA;;;;;3  5/16;;3  5/16;;3  5/16;;3  5/16;;3  5/16;;;;;;;;;;;;;;;
V;ANCHO DE PECHERA SUPERIOR;;C;CRITICA;;;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;
W1;LARGO DE PECHERA SUPERIOR E INFERIOR;;C;CRITICA;;;;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;;;;;;;;;;;;;;
X1;ANCHO DE PECHERA INFERIOR;;C;CRITICA;;;;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;;;;;;;;;;;;;;
