C;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA; 3/8; 3/8;13  1/2 ;;14      ;;14  1/2 ;;15      ;;15  3/4 ;;;;;;;;;;;;;;;;;;
D;SISA RECTA DELANTERO ;;P;CRITICA;;;6  1/16;;6  5/8 ;;7  3/16;;7 11/16;;8  3/8 ;;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO  DELANTERO-ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15  5/8 ;;16  5/8 ;;17  5/8 ;;18  5/8 ;;20  1/8 ;;;;;;;;;;;;;;;;;;
F;ANCHO DE FALDON DELANTERO-ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15  9/16;;16  9/16;;17  9/16;;18  9/16;;20  1/16;;;;;;;;;;;;;;;;;;
G;LARGO DE CUERPO DELANTERO ;;P;CRITICA;  5/16;  1/4 ;22      ;;22  1/2 ;;23      ;;23  1/2 ;;24      ;;;;;;;;;;;;;;;;;;
H;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;6  3/16;;6  7/16;;6 11/16;;6 15/16;;7  3/16;;;;;;;;;;;;;;;;;;
I;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  3/16;;1  5/16;;1  7/16;;1  9/16;;1 11/16;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;13  5/8 ;;14  1/8 ;;14  5/8 ;;15  1/8 ;;15 15/16;;;;;;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;;;6  9/16;;7  1/8 ;;7  9/16;;8  1/8 ;;8 13/16;;;;;;;;;;;;;;;;;;
L;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;22  1/2 ;;23      ;;23  1/2 ;;24      ;;24  1/2 ;;;;;;;;;;;;;;;;;;
M;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;7      ;;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;;;;;;;;;;;;;;;;;
N;ANCHO DE BICEPS ;;P;CRITICA;  3/8 ;  3/8 ;11  9/16;;12  5/8 ;;13  3/4 ;;15      ;;16  3/8 ;;;;;;;;;;;;;;;;;;
O;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;11      ;;12      ;;13      ;;14  1/8 ;;15  1/2 ;;;;;;;;;;;;;;;;;;
P;LARGO DE COLLARETA CUELLO;;C;CRITICA;;;22  1/2 ;;23  3/8 ;;24  1/8 ;;24  7/8 ;;25  1/2 ;;;;;;;;;;;;;;;;;;
Q;ALTO DE COLLARETA CUELLO;;C;CRITICA;;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;12      ;;12  1/2 ;;13      ;;13  1/2 ;;14  1/4 ;;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;13      ;;13  1/2 ;;14      ;;14  1/2 ;;15  1/4 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
