C;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;7 1/8;;7 1/4;;7 3/8;;7 1/2;;7 5/8;;;;;;;;;;;;;;;;;
D;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;27 5/8;;28 1/8;;28 5/8;;29 1/8;;29 5/8;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;18 1/4;;19 1/4;;20 1/2;;22    ;;24    ;;;;;;;;;;;;;;;;;
F;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;21 3/4;;22 5/8;;23 7/8;;25 3/8;;27 3/8;;;;;;;;;;;;;;;;;
G;SISA RECTA DELANTERO;;P;CRITICA;;;6 7/8;;7 3/8;;7 3/4;;8    ;;8 5/8;;;;;;;;;;;;;;;;;
H;ANCHO DE HOMBROS ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15 1/2;;16    ;;16 5/8;;17 3/8;;18 3/8;;;;;;;;;;;;;;;;;
I;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;2    ;;2    ;;2    ;;2    ;;2    ;;;;;;;;;;;;;;;;;
J;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;7 1/2;;7 3/4;;8    ;;8 1/4;;8 1/2;;;;;;;;;;;;;;;;;
K;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;28 1/8;;28 5/8;;29 1/8;;29 5/8;;30 1/8;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;18 1/4;;19 1/4;;20 1/2;;22    ;;24    ;;;;;;;;;;;;;;;;;
M;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;21 3/4;;22 5/8;;23 7/8;;25 3/8;;27 3/8;;;;;;;;;;;;;;;;;
N;SISA RECTA ESPALDA;;P;CRITICA;;;7 3/4;;8 1/4;;8 1/2;;8 3/4;;9 3/8;;;;;;;;;;;;;;;;;
O;ANCHO DE BICEPS;;P;CRITICA;  3/8 ;  3/8 ;13 3/8;;14 1/8;;14 7/8;;15 7/8;;16 7/8;;;;;;;;;;;;;;;;;
P;ABERTURA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;12 3/4;;13 1/2;;14 1/4;;15 1/4;;16 1/4;;;;;;;;;;;;;;;;;
Q;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;8 7/8;;9 1/8;;9 3/8;;9 5/8;;9 7/8;;;;;;;;;;;;;;;;;
R;ANCHO DE CUELLO EN COSTURA;;C;CRITICA;;;22 7/8;;23 1/2;;24    ;;24 5/8;;25 1/8;;;;;;;;;;;;;;;;;
S;ANCHO DE CUELLO DENTRO;;C;CRITICA;;;22 3/8;;22 7/8;;23 3/8;;24    ;;24 5/8;;;;;;;;;;;;;;;;;
T;ALTO DE CUELLO ;;C;CRITICA;;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;;;;;;;;;;;;;;;;
U;ANCHO DE TAPETE ESCOTE;;C;CRITICA;;;13 3/4;;14    ;;14 1/4;;14 1/2;;14 3/4;;;;;;;;;;;;;;;;;
V;ALTO DE TAPETE ESCOTE;;C;CRITICA;;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
