C;ANCHO DE FALDON DELANTERO Y ESPALDA ;;P;CRITICA;  3/8 ;  3/8 ;16  3/4 ;;17  3/4 ;;18  3/4 ;;19  3/4 ;;21  1/4 ;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  1/4 ;  1/4 ;13  7/8 ;;14  3/8 ;;14  7/8 ;;15  3/8 ;;16  1/8 ;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO  ;;P;CRITICA;  1/4 ;  3/8 ;6  3/16;;6 11/16;;7  1/8 ;;7 11/16;;8  7/16;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;5  1/8 ;;5  3/8 ;;5  5/8 ;;5  7/8 ;;6  1/8 ;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;2  3/8 ;;2  1/2 ;;2  5/8 ;;2  3/4 ;;2  7/8 ;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;24  3/8 ;;24  7/8 ;;25  3/8 ;;25  7/8 ;;26  3/8 ;;;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;14  1/4 ;;14  3/4 ;;15  1/4 ;;15  3/4 ;;16  1/2 ;;;;;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;P;CRITICA;  1/4 ;  3/8 ;6 11/16;;7  1/8 ;;7  5/8 ;;8  1/8 ;;8  7/8 ;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;5  9/16;;5 13/16;;6  1/16;;6  5/16;;6  9/16;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;  7/8 ;;1      ;;1  1/8 ;;1  1/4 ;;1  3/8 ;;;;;;;;;;;;;;;;;
M;LARGO DE MANGA;;P;CRITICA;  1/4 ;  3/8 ;23      ;;23  1/2 ;;24      ;;24  1/2 ;;25      ;;;;;;;;;;;;;;;;;
N;ANCHO DE MANGA EN PTO SISA;;P;CRITICA;  3/8 ;  3/8 ;10  7/8 ;;11  5/8 ;;12  1/2 ;;13  5/16;;14  1/4 ;;;;;;;;;;;;;;;;;
O;ABERTURA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;7  1/16;;7  9/16;;8  1/16;;8  9/16;;9  1/16;;;;;;;;;;;;;;;;;
P;LARGO DE CUELLO SUPERIOR;;C;CRITICA;;;12  7/8 ;;13  5/8 ;;14  3/8 ;;15  1/8 ;;15  7/8 ;;;;;;;;;;;;;;;;;
Q;LARGO CUELLO  CENTRO;;C;CRITICA;;;13  3/4 ;;14  1/2 ;;15  1/4 ;;16      ;;16  3/4 ;;;;;;;;;;;;;;;;;
R;ALTO DE  CUELLO;;C;CRITICA;;;10  3/4 ;;10  3/4 ;;10  3/4 ;;10  3/4 ;;10  3/4 ;;;;;;;;;;;;;;;;;
S;LARGO DE TAPETE CUELLO;;C;CRITICA;;;11      ;;11  3/8 ;;11  3/4 ;;12  1/8 ;;12  1/2 ;;;;;;;;;;;;;;;;;
T;ALTO DE TAPETE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
