C;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  1/4 ;  3/8 ;17  7/8 ;;18  1/2 ;;19  3/8 ;;;;;;;;;;;;;;;;;;;;;
D;SISA RECTA DELANTERO;;P;CRITICA;  3/16;  3/8 ;8  7/8 ;;9  1/8 ;;9  5/8 ;;;;;;;;;;;;;;;;;;;;;
E;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;9  3/4 ;;10      ;;10  1/4 ;;;;;;;;;;;;;;;;;;;;;
F;CAIDA DE ESCOTE  DELANTERO;;P;CRITICA;;;6  1/2 ;;6  3/4 ;;7      ;;;;;;;;;;;;;;;;;;;;;
G;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/16;  3/8 ;29  1/8 ;;30  5/8 ;;32  7/8 ;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA ;;P;CRITICA;;;29  1/2 ;;30  3/8 ;;31      ;;;;;;;;;;;;;;;;;;;;;
I;ANCHO DE PUNTA DE PECHO ESPALDA;;P;CRITICA;  3/16;  3/8 ;24  1/2 ;;26      ;;28  1/4 ;;;;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA ;;P;CRITICA;  1/4 ;  3/8 ;17      ;;17  3/4 ;;18  1/2 ;;;;;;;;;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;  3/16;  3/8 ;9  5/8 ;;9  7/8 ;;10  3/8 ;;;;;;;;;;;;;;;;;;;;;
L;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;9      ;;9  1/4 ;;9  1/2 ;;;;;;;;;;;;;;;;;;;;;
LL;CAIDA DE ESCOTE ESPALDA ;;P;CRITICA;;;2  1/8 ;;2  1/4 ;;2  3/8 ;;;;;;;;;;;;;;;;;;;;;
M;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/16;  3/8 ;27      ;;28  1/2 ;;30  5/8 ;;;;;;;;;;;;;;;;;;;;;
N;LARGO DE MANGA;;P;CRITICA;;;8  3/4 ;;9      ;;9  1/4 ;;;;;;;;;;;;;;;;;;;;;
Ñ;ANCHO EN PUNTA MANGA;;P;CRITICA;  3/16;  3/8 ;17  7/8 ;;19      ;;20  7/8 ;;;;;;;;;;;;;;;;;;;;;
O;ABERTURA DE MANGA;;P;CRITICA;  3/16;  3/8 ;17      ;;18  1/8 ;;19  7/8 ;;;;;;;;;;;;;;;;;;;;;
P;ANCHO DE TAPETE;;C;CRITICA;;;14  5/8 ;;15      ;;15  3/8 ;;;;;;;;;;;;;;;;;;;;;
Q;ALTO DE TAPETE;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;;;;;
R;ANCHO DE COLLARETA;;C;CRITICA;;;32  1/4 ;;33  3/16;;34  1/8 ;;;;;;;;;;;;;;;;;;;;;
S;ALTO DE COLLARETA;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
