C;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;5 1/2;;5 5/8;;5 3/4;;5 7/8;;6    ;;;;;;;;;;;;;;;;;
D;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;26 1/8;;26 5/8;;27 1/8;;27 5/8;;28 1/8;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;18 3/4;;19 5/8;;21    ;;22 1/2;;24 1/2;;;;;;;;;;;;;;;;;
F;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;19 7/8;;10 7/8;;22 1/8;;23 5/8;;25 1/2;;;;;;;;;;;;;;;;;
G;SISA RECTA DELANTERO;;P;CRITICA;;;7 1/8;;7 3/8;;7 7/8;;8 3/8;;8 7/8;;;;;;;;;;;;;;;;;
H;ANCHO DE HOMBROS ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;13 7/8;;14 3/8;;15    ;;15 3/4;;16 3/4;;;;;;;;;;;;;;;;;
I;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;;;;;;;;;;;;;;;;
J;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;7 1/2;;7 3/4;;8    ;;8 1/4;;8 1/2;;;;;;;;;;;;;;;;;
K;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;26 3/4;;27 1/4;;27 3/4;;28 1/4;;28 3/4;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;17 7/8;;18 3/4;;20    ;;21 1/2;;23 3/8;;;;;;;;;;;;;;;;;
M;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19 3/4;;20 3/4;;22    ;;23 1/2;;25 1/2;;;;;;;;;;;;;;;;;
N;SISA RECTA ESPALDA;;P;CRITICA;;;7 3/4;;8    ;;8 3/8;;8 7/8;;9 3/8;;;;;;;;;;;;;;;;;
O;ANCHO DE CUELLO ;;C;CRITICA;  1/4 ;  1/4 ;21    ;;21 5/8;;22 1/4;;22 3/4;;23 1/4;;;;;;;;;;;;;;;;;
P;ALTO DE CUELLO ;;C;CRITICA;  1/4 ;  1/4 ;1 5/8;;1 5/8;;1 5/8;;1 5/8;;1 5/8;;;;;;;;;;;;;;;;;
Q;ANCHO DE TAPETE ESCOTE;;C;CRITICA;;;13    ;;13 1/4;;13 1/2;;13 3/4;;14    ;;;;;;;;;;;;;;;;;
R;ALTO DE TAPETE ESCOTE ESPALDA;;C;CRITICA;;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
