D;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;  5/16;  5/16;7  1/2 ;;7  3/4 ;;8      ;;;;;;;;;;;;;;;;;;;;;
E;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  5/16;10 13/16;;11  3/8 ;;11 15/16;;;;;;;;;;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA;;P;CRITICA;  3/8 ;  5/16;12 15/16;;13 15/16;;14 15/16;;;;;;;;;;;;;;;;;;;;;
G1;ANCHO DE PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;24  5/16;;26  5/16;;28  5/16;;;;;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA;;P;CRITICA;;;15  7/16;;16  7/16;;17  7/16;;;;;;;;;;;;;;;;;;;;;
H1;ANCHO DE FALDON DELANTERO;;P;CRITICA;;;26  3/16;;28  3/16;;30  3/16;;;;;;;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;28  9/16;;29  3/16;;29  7/8 ;;;;;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;3  1/4 ;;3  3/8 ;;3  1/2 ;;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;8  5/8 ;;8 13/16;;9  1/16;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;4      ;;4  1/8 ;;4  3/8 ;;;;;;;;;;;;;;;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  5/16;  5/16;14  3/16;;14 11/16;;15  1/8 ;;;;;;;;;;;;;;;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;6  1/8 ;;6  3/8 ;;6  1/2 ;;;;;;;;;;;;;;;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;  5/16;  5/16;13 11/16;;14  3/16;;14 11/16;;;;;;;;;;;;;;;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  5/16;8 15/16;;9  5/8 ;;10  1/4 ;;;;;;;;;;;;;;;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;27  5/8 ;;28  1/4 ;;28  7/8 ;;;;;;;;;;;;;;;;;;;;;
Z1;ALTO DE VENZ DELANTERO-ESPALDA;;P;CRITICA;;;5  3/16;;5  3/16;;5  3/16;;;;;;;;;;;;;;;;;;;;;
R;LARGO DE SISA  EN BORDE;;C;CRITICA;;;22  7/8 ;;24  5/8 ;;26  3/8 ;;;;;;;;;;;;;;;;;;;;;
S;LARGO DE SISA  EN CENTRO;;C;CRITICA;;;22  3/8 ;;24  3/16;;25 15/16;;;;;;;;;;;;;;;;;;;;;
T;ALTO DE SISA  ;;C;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;;;;;;;;;;;;;;;;;;;;
V;LARGO DE CUELLO  EN BORDE;;C;CRITICA;;;21 15/16;;22  9/16;;23  5/16;;;;;;;;;;;;;;;;;;;;;
Y;LARGO DE CUELLO  EN CENTRO;;C;CRITICA;;;21  9/16;;22  3/16;;22 15/16;;;;;;;;;;;;;;;;;;;;;
Z;ALTO DE CUELLO  ;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;;;;;
W;LARGO DE TAPETE ;;C;CRITICA;;;15  5/8 ;;15 15/16;;16  3/16;;;;;;;;;;;;;;;;;;;;;
D1;ALTO DE TAPETE ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
