D;ANCHO DE HOMBRO INDIVIDUAL;;CRITICAL;;;8  1/8 ;;8  1/2 ;;8 13/16;;9  1/8 ;;9  3/4 ;;;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO EN PUNTA DE SISA;;CRITICAL;;;20  1/8 ;;21  1/8 ;;22  1/8 ;;23  1/8 ;;24  5/8 ;;;;;;;;;;;;;;;;;
F;LARGO DE CUERPO DELANTERO;;CRITICAL;  5/16;  1/4 ;25  1/8 ;;25  5/8 ;;26  1/8 ;;26  5/8 ;;27  1/8 ;;;;;;;;;;;;;;;;;
F1;LARGO DE CUERPO ESPALDA;;CRITICAL;  5/16;  1/4 ;28      ;;28  1/2 ;;29      ;;29  1/2 ;;30      ;;;;;;;;;;;;;;;;;
1;UBICACIÓN DE  PECHO  DELANTERO DESDE HPS;;CRITICAL;;;9  1/2 ;;9  7/8 ;;10  1/4 ;;10  5/8 ;;11  1/8 ;;;;;;;;;;;;;;;;;
G;ANCHO DE PECHO DELANTERO;;CRITICAL;  3/8 ;  3/8 ;17  1/2 ;;18  1/2 ;;19  1/2 ;;20  1/2 ;;22      ;;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON DELANTERO;;CRITICAL;  3/8 ;  3/8 ;20  1/2 ;;21  1/2 ;;22  1/2 ;;23  1/2 ;;25      ;;;;;;;;;;;;;;;;;
J;ABERTURA DE CUELLO ESPALDA;;CRITICAL;;;4  1/2 ;;4  5/8 ;;4  3/4 ;;5      ;;5  1/8 ;;;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO ESPALDA;;CRITICAL;;;11  3/4 ;;12  1/4 ;;12  3/4 ;;13  1/4 ;;14      ;;;;;;;;;;;;;;;;;
L;ANCHO DE PECHO ESPALDA EN PUNTA DE SISA;;CRITICAL;;;10  5/16;;10  7/8 ;;11  3/8 ;;11  7/8 ;;12  5/8 ;;;;;;;;;;;;;;;;;
2;UBICACIÓN DE  PECHO  ESPALDA DESDE HPS;;CRITICAL;;;10  1/4 ;;10  5/8 ;;11      ;;11  3/8 ;;11  7/8 ;;;;;;;;;;;;;;;;;
N;ANCHO DE PECHO ESPALDA ;;CRITICAL;  5/16;  3/8 ;9      ;;9  1/2 ;;10      ;;10  1/2 ;;11  1/4 ;;;;;;;;;;;;;;;;;
O;ANCHO DE FALDON ESPALDA;;CRITICAL;  5/16;  3/8 ;12  1/8 ;;12  1/2 ;;13      ;;13  3/8 ;;14      ;;;;;;;;;;;;;;;;;
P;ANCHO DE BOCA DE MANGA DELANTERO;;CRITICAL;;;6  5/8 ;;7      ;;7  3/8 ;;7  3/4 ;;8  1/4 ;;;;;;;;;;;;;;;;;
Q;ANCHO DE BOCA DE MANGA ESPALDA;;CRITICAL;;;7  3/8 ;;7  3/4 ;;8  1/8 ;;8  1/2 ;;9      ;;;;;;;;;;;;;;;;;
R;LARGO DE COLLARETA;;CRITICAL;;;25  1/8 ;;25  7/8 ;;26  5/8 ;;27  7/16;;28  3/16;;;;;;;;;;;;;;;;;
S;ALTO  DE COLLARETA;;CRITICAL;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
