B;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA ;;P;CRITICA;  3/8 ;  3/16;20  3/8 ;;21  3/8 ;;22  3/8 ;;23  7/8 ;;25  3/8 ;;27  7/8 ;;30  3/8 ;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA ;;P;CRITICA;  3/8 ;  3/16;19  1/4 ;;20  1/4 ;;21  1/4 ;;22  3/4 ;;24  1/4 ;;26  3/4 ;;29  1/4 ;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  1/2 ;  5/16;17  3/16;;18      ;;18  3/4 ;;19  3/4 ;;20  3/4 ;;22  5/16;;23 13/16;;;;;;;;;;;;;
E;SISA RECTA DELANTERO ;;P;CRITICA;;;7      ;;7  1/2 ;;8      ;;8  7/16;;8  7/8 ;;9  9/16;;10  3/8 ;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO ;;P;CRITICA;;;6  7/16;;6 11/16;;6 15/16;;7  3/16;;7  7/16;;7 13/16;;8  5/16;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO ;;P;CRITICA;;;3  3/8 ;;3  1/2 ;;3  5/8 ;;3  3/4 ;;3  7/8 ;;4  1/8 ;;4  3/8 ;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;;;29  3/8 ;;30  3/8 ;;31  3/8 ;;32  3/8 ;;33  3/8 ;;34  3/8 ;;35  3/8 ;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/2 ;  5/16;18 11/16;;19  3/8 ;;20  3/16;;21  3/16;;22  3/16;;23  3/4 ;;25  1/4 ;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;;;8  3/4 ;;9  1/4 ;;9  3/4 ;;10  3/16;;10  9/16;;11  1/4 ;;12      ;;;;;;;;;;;;;
L;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;8      ;;8  1/4 ;;8  1/2 ;;8  3/4 ;;9      ;;9  1/2 ;;10      ;;;;;;;;;;;;;
M;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1 13/16;;1 13/16;;1 15/16;;1 15/16;;2  1/16;;2  1/16;;2  3/16;;;;;;;;;;;;;
N;LARGO SUPERIOR DE MANGA;;P;CRITICA;;;9  1/8 ;;9  3/4 ;;10  3/8 ;;10  7/8 ;;11  3/8 ;;11  7/8 ;;12  3/8 ;;;;;;;;;;;;;
O;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;;;16  7/16;;17  1/8 ;;18      ;;18  7/8 ;;19  7/8 ;;21  3/8 ;;22  7/8 ;;;;;;;;;;;;;
P;ANCHO DE BOCA DE MANGA;;P;CRITICA;  1/2 ;  5/16;13 15/16;;14 15/16;;15 15/16;;16 15/16;;17 15/16;;19  7/16;;20 15/16;;;;;;;;;;;;;
Q;LARGO DE CUELLO;;C;CRITICA;;;17  5/8 ;;18  1/4 ;;19      ;;19  5/8 ;;20  3/8 ;;21  1/2 ;;22  7/8 ;;;;;;;;;;;;;
R;ALTO DE CUELLO;;C;CRITICA;;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;1 13/16;;;;;;;;;;;;;
S;ANCHO DE PARCHE ESPALDA;;C;CRITICA;;;6  7/8 ;;7  1/8 ;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  3/8 ;;8  7/8 ;;;;;;;;;;;;;
T;LARGO DE PARCHE ESPALDA;;C;CRITICA;;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  1/2 ;;4  3/4 ;;5      ;;;;;;;;;;;;;
U;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;11  1/8 ;;11  3/8 ;;11  5/8 ;;11  7/8 ;;12  1/4 ;;12  3/4 ;;13  5/16;;;;;;;;;;;;;
V;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;
W;LARGO DE BOLSILLO EN EL CENTRO;;P;CRITICA;;;6  1/4 ;;6  1/4 ;;6  1/2 ;;6  1/2 ;;6  3/4 ;;6  3/4 ;;6  3/4 ;;;;MODELISTA: ROXANA GAMARRA;;;;;;;;;
X;LARGO DE BOLSILLO EN COSTADO;;P;CRITICA;;;5  3/8 ;;5  3/8 ;;5  5/8 ;;5  5/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;;;;;;;;;;;;
Y;ANCHO DE BOLSILLO;;P;CRITICA;;;4  5/8 ;;4  5/8 ;;4  7/8 ;;4  7/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
