B;ANCHO DE PECHO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;20  5/16;;21  5/16;;22  5/16;;23 13/16;;25  5/16;;28 13/16;;31  5/16;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19  1/4 ;;20  1/2 ;;21  1/2 ;;23      ;;24  1/2 ;;28      ;;30  1/2 ;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;16 13/16;;17  5/8 ;;18  3/8 ;;19  7/16;;20  7/16;;22  3/16;;23  3/4 ;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;;6  3/4 ;;7  1/4 ;;7 13/16;;8  1/4 ;;8 11/16;;9  3/4 ;;10  1/2 ;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5 15/16;;6  1/16;;6  3/16;;6  7/16;;6 13/16;;7  5/16;;7  3/4 ;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  5/16;;2  7/16;;2  1/2 ;;2  5/8 ;;2  3/4 ;;3      ;;3  1/4 ;;;;;;;;;;;;;
H;ABERTURA DE PECHERA;;P;CRITICA;;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;;;;;;;;;;;;
I;LARGO DE EPALDA;;P;CRITICA;  5/16;  1/4 ;29  9/16;;30  9/16;;31  9/16;;32  9/16;;33  9/16;;34  9/16;;35  9/16;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;18  1/4 ;;19      ;;19 13/16;;20 13/16;;21 13/16;;23  9/16;;25  1/16;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;7  7/16;;7  9/16;;7 11/16;;7 15/16;;8  1/4 ;;8  3/4 ;;9  1/4 ;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  1/2 ;;1  1/2 ;;1  5/8 ;;1  5/8 ;;1  3/4 ;;1  3/4 ;;1  7/8 ;;;;;;;;;;;;;
M;SISA RECTA ESPALDA;;P;CRITICA;;;8  1/2 ;;9      ;;9  1/2 ;;9 15/16;;10  5/16;;11  5/16;;12  1/16;;;;;;;;;;;;;
N;LARGO DE MANGA ;;P;CRITICA;  3/8 ;  1/4 ;9  1/8 ;;9  3/4 ;;10  3/8 ;;10  7/8 ;;11  3/8 ;;11  3/4 ;;12  1/4 ;;;;;;;;;;;;;
O;ANCHO DE MANGA (BICEP);;P;CRITICA;  3/8 ;  3/8 ;15  9/16;;16  9/16;;17  7/16;;18  7/16;;19  1/4 ;;21  9/16;;23  1/8 ;;;;;;;;;;;;;
P;BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;13  9/16;;14  7/16;;15  7/16;;16  3/8 ;;17  3/8 ;;19  3/16;;20  3/4 ;;;;;;;;;;;;;
Q;ANCHO DE PARCHE MEDIA LUNA;;C;CRITICA;;;7      ;;7  1/8 ;;7  1/4 ;;7  9/16;;7  7/8 ;;8  3/8 ;;8  7/8 ;;;;;;;;;;;;;
R;ALTO DE PARCHE MEDIA LUNA;;C;CRITICA;;;3 15/16;;4  1/16;;4  3/16;;4  5/16;;4  7/16;;4 11/16;;4 15/16;;;;;;;;;;;;;
S;ALTO DE TAPETE CUELLO ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;
T;ANCHO DE TAPETE CUELLO;;C;CRITICA;;;21      ;;21  1/2 ;;22      ;;22  3/4 ;;23  1/2 ;;24  3/4 ;;26      ;;;;;;;;;;;;;
U;ALTO DE TAPETE VENTZ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;
V;ANCHO DE TAPETE VENTZ;;C;CRITICA;;;8  1/4 ;;8  1/4 ;;8  1/4 ;;8  1/4 ;;8  1/4 ;;8  1/4 ;;8  1/4 ;;;;;;;;;;;;;
W;ANCHO DE PECHERA SUP-INF;;C;CRITICA;;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;2  3/8 ;;;;;;;;;;;;;
X;ALTO  DE PECHERA SUP-INF(CENTRO);;C;CRITICA;;;4  1/16;;4  5/16;;4  5/16;;4  9/16;;4  9/16;;4 13/16;;4 13/16;;;;;;;;;;;;;
Y;ALTO DE PECHERA SUP-INF(COSTADO);;C;CRITICA;;;4  1/8 ;;4  3/8 ;;4  3/8 ;;4  5/8 ;;4  5/8 ;;4  7/8 ;;4  7/8 ;;;;;;;;;;;;;
Z;ALTO DE CUELLO RECTILINEO;;C;CRITICA;;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/2 ;;3  1/2 ;;;;;;;;;;;;;
Z1;ANCHO DE CUELLO RECTILINEO;;C;CRITICA;;;15  1/2 ;;16      ;;16  1/2 ;;17  1/4 ;;18      ;;19  1/4 ;;20  1/2 ;;;;;;;;;;;;;
Z2;ABERTURA DE PECHERA ;;P;CRITICA;;;2  1/4 ;;2  7/16;;2  7/16;;2 11/16;;2 11/16;;2 15/16;;2 15/16;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
