B;"ANCHO DE PECHO DELANTERO Y ESPALDA A3/4"" BAJO BOCA DE MANGA";;P;CRITICA;  3/8 ;  3/8 ;19  1/4 ;;20  1/4 ;;21  1/4 ;;22  1/4 ;;23  3/4 ;;25  1/4 ;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;21  1/8 ;;22  1/8 ;;23  1/8 ;;24  1/8 ;;25  5/8 ;;27  1/8 ;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;;;25  5/8 ;;26  5/8 ;;27  5/8 ;;28  5/8 ;;30  1/8 ;;31  5/8 ;;;;;;;;;;;;;;;
E;ANCHO DE PECHO DELANTERO Y ESPALDA EN BOCA DE MANGA;;P;CRITICA;;;24  1/2 ;;25  1/2 ;;26  1/2 ;;27  1/2 ;;29      ;;30  1/2 ;;;;;;;;;;;;;;;
F;SISA RECTA DELANTERO;;P;CRITICA;;;6 13/16;;7  3/16;;7  1/2 ;;7  7/8 ;;8  3/8 ;;8 13/16;;;;;;;;;;;;;;;
G;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;8  5/8 ;;8  7/8 ;;9  1/8 ;;9  3/8 ;;9  5/8 ;;9  7/8 ;;;;;;;;;;;;;;;
H;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;7  3/4 ;;7  7/8 ;;8      ;;8  1/8 ;;8  1/4 ;;8  3/8 ;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;;;28  1/2 ;;29      ;;29  1/2 ;;30      ;;30  1/2 ;;31      ;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;26      ;;27      ;;28      ;;29      ;;30  1/2 ;;32      ;;;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;;;7  1/2 ;;7  7/8 ;;8  1/4 ;;8  9/16;;9  1/16;;9  1/2 ;;;;;;;;;;;;;;;
L;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;9  1/8 ;;9  3/8 ;;9  5/8 ;;9  7/8 ;;10  1/4 ;;10  1/2 ;;;;;;;;;;;;;;;
M;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;2  1/4 ;;2  3/8 ;;2  1/2 ;;2  5/8 ;;2  3/4 ;;2  7/8 ;;;;;;;;;;;;;;;
N;ANCHO DE FALDON ESPALDA;;P;CRITICA;;;21  1/8 ;;22  1/8 ;;23  1/8 ;;24  1/8 ;;25  5/8 ;;27  1/8 ;;;;;;;;;;;;;;;
O;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;16  1/4 ;;16  5/8 ;;17      ;;17  3/8 ;;17  3/4 ;;18  1/8 ;;;;;;;;;;;;;;;
P;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
Q;LARGO DE CUELLO EN COSTURA;;C;CRITICA;;;28  5/16;;29  1/16;;29 13/16;;30  9/16;;31  5/16;;31 15/16;;;;;;;;;;;;;;;
R;ALTO DE CUELLO;;C;CRITICA;;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;;;
S;LARGO DE CUELLO EN EL CENTRO;;C;CRITICA;;;29  1/16;;29 13/16;;30  9/16;;31  5/16;;32  1/16;;32 11/16;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
