C;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;;;47  5/8 ;;48  3/4 ;;50      ;;51  1/4 ;;52  5/8 ;;;;;;;;;;;;;;;;;
D;BOCA DE MANGA DELANTERO;;P;CRITICA;;;4  3/4 ;;5      ;;5  1/4 ;;5  1/2 ;;5  3/4 ;;;;;;;;;;;;;;;;;
E;ANCHO DE DELANTERO EN SISA;;P;CRITICA;;;44  5/8 ;;45  5/8 ;;46  5/8 ;;47  5/8 ;;48  7/8 ;;;;;;;;;;;;;;;;;
F;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;26  1/2 ;;27      ;;27  1/2 ;;28      ;;28  1/2 ;;;;;;;;;;;;;;;;;
G;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;16  1/16;;17  1/16;;18  1/16;;19  1/16;;20  9/16;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;24  1/8 ;;24  3/4 ;;25  1/4 ;;25  7/8 ;;26  5/8 ;;;;;;;;;;;;;;;;;
K;BOCA DE MANGA ESPALDA;;P;CRITICA;;;4  3/4 ;;5      ;;5  1/4 ;;5  1/2 ;;5  3/4 ;;;;;;;;;;;;;;;;;
L;ANCHO DE ESPALDA EN SISA;;P;CRITICA;;;22  5/8 ;;23  3/16;;23 11/16;;24  1/4 ;;24  7/8 ;;;;;;;;;;;;;;;;;
M;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;26  1/2 ;;27      ;;27  1/2 ;;28      ;;28  1/2 ;;;;;;;;;;;;;;;;;
N;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;8  5/16;;8 13/16;;9  5/16;;9 13/16;;10  9/16;;;;;;;;;;;;;;;;;
S;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;13 15/16;;14  5/16;;14 11/16;;15  1/16;;15  7/16;;;;;;;;;;;;;;;;;
T;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
U;LARGO DE COLLARETA CUELLO;;C;CRITICA;;;26  5/16;;27  1/16;;27 13/16;;28  9/16;;29  5/16;;;;;;;;;;;;;;;;;
W;ALTO DE COLLARETA CUELLO;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;
1;ALTO DE PECHO DELANTERO;;P;CRITICA;;;11  5/8 ;;12  1/8 ;;12  5/8 ;;13  1/8 ;;13  5/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE PECHO DELANTERO EN PTO PIQUETES;;P;CRITICA;  3/8 ;  3/8 ;23  3/8 ;;24  3/8 ;;25  3/8 ;;26  3/8 ;;27  7/8 ;;;;;;;;;;;;;;;;;
3;ALTO DE PECHO ESPALDA;;P;CRITICA;;;11  5/8 ;;12  1/8 ;;12  5/8 ;;13  1/8 ;;13  5/8 ;;;;;;;;;;;;;;;;;
4;ANCHO DE PECHO ESPALDA PTO PIQUETES;;P;CRITICA;  3/8 ;  3/8 ;12      ;;12  1/2 ;;13      ;;13  1/2 ;;14  1/4 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
