C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;44.8;;45.4;;46.0;;46.6;;47.8;;49.0;;50.2;;51.7;;;;;;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;16.2;;16.6;;17.0;;17.4;;17.8;;18.3;;18.7;;19.3;;;;;;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;39.3;;40.3;;41.3;;42.3;;43.5;;44.8;;46.1;;47.6;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.80;1.00;20.4;;21.1;;21.8;;22.5;;23.2;;23.9;;24.6;;25.5;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;47.1;;49.1;;51.1;;53.1;;55.1;;57.1;;59.1;;61.6;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;48.6;;50.6;;52.6;;54.6;;56.6;;58.6;;60.6;;63.1;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.80;0.70;70.9;;71.7;;72.4;;73.2;;74.2;;75.2;;76.2;;77.4;;;;;;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;16.0;;16.2;;16.5;;16.7;;17.1;;17.5;;17.9;;18.5;;;;;;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;14.3;;14.5;;14.7;;14.9;;15.3;;15.7;;16.1;;16.5;;;;;;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;10.1;;10.2;;10.2;;10.3;;10.3;;10.4;;10.4;;10.5;;;;;;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;44.8;;45.4;;46.0;;46.6;;47.8;;49.0;;50.2;;51.7;;;;;;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;18.8;;19.2;;19.6;;20.0;;20.4;;20.9;;21.3;;21.9;;;;;;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;39.8;;40.8;;41.8;;42.8;;43.8;;45.1;;46.4;;47.8;;;;;;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.80;1.00;20.4;;21.0;;21.7;;22.4;;23.1;;23.8;;24.5;;25.5;;;;;;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.80;0.70;71.5;;72.2;;73.0;;73.7;;74.7;;75.7;;76.7;;78.0;;;;;;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;22.4;;23.1;;23.7;;24.3;;25.0;;25.6;;26.2;;27.1;;;;;;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;36.3;;37.3;;38.3;;39.3;;40.2;;41.3;;42.3;;43.6;;;;;;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;32.1;;33.1;;34.2;;35.2;;36.3;;37.3;;38.4;;39.7;;;;;;;;;;;;
V;LARGO DE CUELLO  EN BORDE;;C;CRITICA;;;37.9;;38.4;;38.7;;39.2;;39.8;;40.6;;41.3;;42.2;;;;;;;;;;;;
X;ALTO DE CUELLO;;C;CRITICA;;;5.2;;5.2;;5.2;;5.2;;5.2;;5.2;;5.2;;5.2;;;;;;;;;;;;
Y;LARGO DE TAPETE;;C;CRITICA;;;29.0;;29.3;;29.4;;29.7;;30.2;;30.7;;31.3;;31.9;;;;;;;;;;;;
Z;ALTO DE TAPETE;;C;CRITICA;;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
