C;ANCHO DE HOMBRO ESPALDA;;P;CRITICAL;  3/8 ;  3/8 ;16  1/4 ;;16  3/4 ;;17  1/4 ;;17  7/8 ;;18  5/8 ;;19      ;;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICAL;  5/16;  3/8 ;7  3/4 ;;8  1/4 ;;8  3/4 ;;9  1/8 ;;9  5/8 ;;10      ;;;;;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;20      ;;21      ;;22      ;;23  1/4 ;;25      ;;26      ;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;19  7/8 ;;20  7/8 ;;21  7/8 ;;23  1/8 ;;24  7/8 ;;25  7/8 ;;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICAL;  5/16;  1/4 ;27  3/4 ;;28  1/4 ;;28  3/4 ;;29  3/8 ;;30      ;;30  3/8 ;;;;;;;;;;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICAL;;;6  7/8 ;;7  1/8 ;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8      ;;;;;;;;;;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICAL;;;7  3/16;;7  7/16;;7  9/16;;7 11/16;;7 15/16;;8  1/16;;;;;;;;;;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICAL;  3/8 ;  3/8 ;15  5/8 ;;16  1/8 ;;16  5/8 ;;17  1/4 ;;18      ;;18  3/8 ;;;;;;;;;;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICAL;  5/16;  3/8 ;7      ;;7  1/2 ;;8      ;;8  3/8 ;;8  7/8 ;;9  1/4 ;;;;;;;;;;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICAL;  5/16;  1/4 ;26  7/8 ;;27  3/8 ;;27  7/8 ;;28  1/2 ;;29  1/8 ;;29  1/2 ;;;;;;;;;;;;;;;;
R;LARGO DE MANGA;;P;CRITICAL;  3/8 ;  1/4 ;26  5/8 ;;26  7/8 ;;27  1/4 ;;27  1/2 ;;27  7/8 ;;28      ;;;;;;;;;;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICAL;  3/8 ;  3/8 ;13  7/16;;14  5/16;;15  1/8 ;;15  7/8 ;;17      ;;17  3/4 ;;;;;;;;;;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICAL;  3/8 ;  3/8 ;8  9/16;;8  7/8 ;;9  1/8 ;;9  7/16;;9  3/4 ;;10      ;;;;;;;;;;;;;;;;
V;ANCHO DE CUELLO EN BORDE;;C;CRITICAL;;;23  3/4 ;;24  1/2 ;;25  1/16;;25  9/16;;26  3/8 ;;26  3/4 ;;;;;;;;;;;;;;;;
W;ANCHO DE CUELLO EN EL CENTRO;;C;CRITICAL;;;22 15/16;;23 11/16;;24  1/4 ;;24  3/4 ;;25  9/16;;25 15/16;;;;;;;;;;;;;;;;
X;ALTO DE CUELLO ;;C;CRITICAL;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;
Y;LARGO DE TAPETE ;;C;CRITICAL;;;13  5/8 ;;13  7/8 ;;14  1/8 ;;14  3/8 ;;14  3/4 ;;14  7/8 ;;;;;;;;;;;;;;;;
Z;ALTO DE TAPETE ;;C;CRITICAL;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;nuevas medidas;;;;;;;;;;;;;;;;;;;;;;;;
