C;ANCHO  DE HOMBRO DELANTERO;;P;CRITICA;  5/16;  3/16;16  3/4 ;;17  1/4 ;;17  3/4 ;;18  1/4 ;;19      ;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO ESPALDA ;;P;CRITICA;  5/16;  3/16;17      ;;17  1/2 ;;18      ;;18  1/2 ;;19  1/4 ;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  3/16;6  3/8 ;;6  7/8 ;;7  3/8 ;;7 15/16;;8 13/16;;;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/16;6  7/8 ;;7  3/8 ;;7  7/8 ;;8  3/8 ;;9  1/8 ;;;;;;;;;;;;;;;;;
G;ANCHO PECHO EN SISA DELANTERO Y EPALDA;;P;CRITICA;  3/8 ;  3/16;18  7/8 ;;19  7/8 ;;20  7/8 ;;21  7/8 ;;23  3/8 ;;;;;;;;;;;;;;;;;
H19;ANCHO DE FALDON  DELANTERO/ ESPALDA ;;P;CRITICA;  3/8 ;3 /16;19      ;;20      ;;21      ;;22      ;;23  1/2 ;;;;;;;;;;;;;;;;;
I;CAIDA CUELLO DELANTERO;;P;CRITICA;  3/8 ;  3/16;3  3/8 ;;3  1/2 ;;3  5/8 ;;3  3/4 ;;3  7/8 ;;;;;;;;;;;;;;;;;
J;ABERTURA CUELLO DELANTERO;;P;CRITICA;;;7  7/8 ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;8  1/4 ;;8  1/2 ;;8  3/4 ;;9      ;;9  1/4 ;;;;;;;;;;;;;;;;;
L;CAIDA DE ESCOTE ESP ;;P;CRITICA;;;1  7/8 ;;2      ;;2  1/8 ;;2  1/4 ;;2  3/8 ;;;;;;;;;;;;;;;;;
LL;ANCHO DE MANGA  EN PUNTA ;;P;CRITICA;  3/8 ;  3/16;13  1/8 ;;14      ;;14  3/4 ;;15  3/4 ;;17  1/8 ;;;;;;;;;;;;;;;;;
M;LARGO DE MANGA ;;P;CRITICA;  1/4 ;  1/4 ;6  3/8 ;;6  5/8 ;;6  7/8 ;;7  1/8 ;;7  3/8 ;;;;;;;;;;;;;;;;;
N;ABERTURA DE MANGA ;;P;CRITICA;  3/8 ;  3/16;11 13/16;;12  5/8 ;;13  1/2 ;;14  7/16;;15  5/8 ;;;;;;;;;;;;;;;;;
Ñ;LARGO DE  CUELLO COLLARETA (DISPO) ;;C;CRITICA;;;25  7/8 ;;26  5/8 ;;27  3/8 ;;28  1/8 ;;28  7/8 ;;;;;;;;;;;;;;;;;
O;ALTO DE CUELLO COLLARETA;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
P;ANCHO DE TAPETE ;;C;CRITICA;;;14  3/8 ;;14  3/4 ;;15  1/8 ;;15  1/2 ;;15  7/8 ;;;;;;;;;;;;;;;;;
Q;ALTO DE TAPETE ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;15      ;;15  1/2 ;;16      ;;16  1/2 ;;17  1/4 ;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;14  1/4 ;;14  3/4 ;;15  1/4 ;;15  3/4 ;;16  1/2 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
