C;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/8 ;;;8  5/8 ;;9      ;;9  3/8 ;;9  3/4 ;;10  1/4 ;;;;;;;;;;;;;;;
D;ANCHO DE PECHO ESPALDA;;P;CRITICA;  3/8 ;  1/4 ;;;10 15/16;;11  7/16;;11 15/16;;12  7/16;;13  3/16;;;;;;;;;;;;;;;
E;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;;;10  9/16;;11  1/16;;11  9/16;;12  1/16;;12 13/16;;;;;;;;;;;;;;;
F;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;;;27  3/8 ;;27  7/8 ;;28  3/8 ;;28  7/8 ;;29  3/8 ;;;;;;;;;;;;;;;
G;ALTO DE CURVA DE FALDON ESPALDA;;P;CRITICA;;;;;4  1/4 ;;4  1/4 ;;4  1/4 ;;4  1/4 ;;4  1/4 ;;;;;;;;;;;;;;;
H;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;;;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;8  1/4 ;;;;;;;;;;;;;;;
I;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;;;7 15/16;;8  1/16;;8  3/16;;8  5/16;;8  7/16;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;;;21  5/16;;22  5/16;;23  5/16;;24  5/16;;25 13/16;;;;;;;;;;;;;;;
K;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  3/8 ;;;8  1/16;;8  7/16;;8 13/16;;9  1/8 ;;9  9/16;;;;;;;;;;;;;;;
L;ANCHO DE PECHO DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;;;21  1/8 ;;22  1/8 ;;23  1/8 ;;24  1/8 ;;25  5/8 ;;;;;;;;;;;;;;;
M;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;;;20  1/8 ;;20 15/16;;21 13/16;;22 11/16;;24  1/16;;;;;;;;;;;;;;;
N;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;;;25  3/8 ;;25  7/8 ;;26  3/8 ;;26  7/8 ;;27  3/8 ;;;;;;;;;;;;;;;
O;ALTO DE CURVA DE FALDON DELANTERO;;P;CRITICA;;;;;2  7/16;;2  7/16;;2  7/16;;2  7/16;;2  7/16;;;;;;;;;;;;;;;
P;ANCHO DE BOLSILLO;;C;CRITICA;;;;;4  3/4 ;;4  3/4 ;;4  3/4 ;;4  3/4 ;;5      ;;;;;;;;;;;;;;;
Q;ALTO DE BOLSILLO;;C;CRITICA;;;;;5  3/16;;5  3/16;;5  3/16;;5  3/16;;5  7/16;;;;;;;;;;;;;;;
R;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;;;14  1/8 ;;14  1/2 ;;14 13/16;;15  3/16;;15  1/2 ;;;;;;;;;;;;;;;
S;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
T;LARGO  DE CUELLO (LADO MAS LARGO);;C;CRITICA;;;;;25 13/16;;26  1/2 ;;27  1/8 ;;27  3/4 ;;28  3/8 ;;;;;;;;;;;;;;;
U;ALTO DE CUELLO;;C;CRITICA;;;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
