B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;2.8;;2.8;;3.0;;3.0;;3.2;;3.2;;3.6;;3.6;;4.0;;4.0;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;47.1;;48.5;;50.3;;52.1;;53.9;;55.7;;57.5;;59.3;;61.1;;62.9;;;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;18.8;;19.6;;20.4;;21.2;;22.0;;22.8;;23.7;;24.5;;25.3;;26.1;;;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;42.5;;44.1;;46.0;;47.9;;49.8;;52.0;;54.2;;56.4;;58.6;;60.8;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.70;1.00;23.4;;24.0;;24.6;;25.3;;25.9;;26.7;;27.6;;28.5;;29.5;;30.5;;;;;;;;;
G;ANCHO DE PECHO DELANTERO-ESPALDA;;P;CRITICA;1.00;1.00;51.6;;54.1;;57.6;;61.1;;64.6;;69.1;;73.6;;78.1;;82.6;;87.1;;;;;;;;;
H;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICA;1.00;1.00;51.0;;53.5;;57.0;;60.5;;64.0;;68.5;;73.0;;77.5;;82.0;;86.5;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.70;0.70;76.3;;77.8;;79.3;;80.8;;82.3;;84.3;;86.3;;88.3;;90.3;;92.3;;;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;16.2;;16.9;;17.4;;18.3;;18.8;;19.7;;20.2;;21.1;;21.6;;22.5;;;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;14.1;;14.1;;15.1;;15.1;;16.1;;16.1;;17.1;;17.1;;18.1;;18.1;;;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;8.5;;8.5;;9.0;;9.0;;9.5;;9.5;;10.0;;10.0;;10.5;;10.5;;;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;44.6;;46.0;;47.8;;49.6;;51.4;;53.2;;55.0;;56.8;;58.6;;60.4;;;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;15.1;;15.9;;16.7;;17.5;;18.3;;19.1;;19.9;;20.7;;21.5;;22.3;;;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;39.8;;41.4;;43.3;;45.2;;47.1;;49.3;;51.5;;53.7;;55.9;;58.1;;;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.70;1.00;19.7;;20.4;;21.1;;21.8;;22.5;;23.5;;24.4;;25.4;;26.5;;27.6;;;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.70;0.70;72.5;;74.0;;75.5;;77.0;;78.5;;80.5;;82.5;;84.5;;86.5;;88.5;;;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;63.8;;64.4;;64.9;;65.4;;65.9;;66.4;;66.9;;67.4;;67.9;;68.4;;;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;39.3;;40.7;;42.6;;44.4;;46.2;;49.0;;51.9;;54.7;;57.6;;60.4;;;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;26.3;;27.1;;27.9;;28.7;;29.5;;30.3;;31.1;;31.8;;32.6;;33.4;;;;;;;;;
U;LARGO DE CUELLO RECTILINEO;;C;CRITICA;;;38.0;;38.0;;40.5;;40.5;;43.0;;43.0;;45.5;;45.5;;48.0;;48.0;;;;;;;;;
V;ALTO DE CUELLO CENTRO;;C;CRITICA;;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;;;;;;;;
W;ALTO DE CUELLO  EN PUNTA;;C;CRITICA;;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;7.2;;;;;;;;;
X;LARGO DE PUÑO RIB;;C;CRITICA;;;21.6;;22.2;;22.8;;23.4;;24.1;;24.7;;25.3;;25.9;;26.6;;27.2;;;;;;;;;
Y;ALTO DE PUÑO RIB;;C;CRITICA;;;11.7;;11.7;;11.7;;11.7;;11.7;;11.7;;11.7;;11.7;;11.7;;11.7;;;;;;;;;
B1;LARGO DE TAJO DELANTERO;;P;CRITICA;;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
