C;ANCHO DE HOMBROS ESPALDA;;P;CRITICA;5/16;  3/16;17 3/8;;181/8;;18 7/8;;19 5/8;;20 3/8;;21 1/8;;;;;;;;;;;;;;;
D;SISA RECTA ESPALDA;;P;CRITICA;;;8 3/4;;9 1/8;;9 5/8;;10 1/8;;10 5/8;;11;;;;;;;;;;;;;;;
E;ANCHO DE PECHO EN SISA ESPALDA Y DELANTERO;;P;CRITICA;  3/8 ;  3/16;18 1/4;;19 3/4;;21 1/4;;22 3/4;;24 1/4;;25 1/4;;;;;;;;;;;;;;;
F;ABERTURA DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;  3/8 ;  3/16;18 1/2;;20;;21 3/8;;23;;24 3/8;;25 3/8;;;;;;;;;;;;;;;
G;LARGO  ESPALDA DESDE EL HPS;;P;CRITICA;;;29 3/8;;30 1/8;;31;;31 5/8;;32 3/8;;33 1/8;;;;;;;;;;;;;;;
H;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;6 3/8;;6 5/8;;6 7/8;;7 1/8;;7 3/8;;7 5/8;;;;;;;;;;;;;;;
I;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2 1/4;;2 1/2;;2 3/4;;3;;3 1/4;;3 1/2;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  5/16;  3/16;16 1/2;;17 1/4;;18;;18 7/8;;19 1/2;;20 1/4;;;;;;;;;;;;;;;
K;SISA RECTA DELANTERO;;P;CRITICA;  3/8 ;  3/16;7 7/8;;8 1/4;;8 7/8;;9 3/8;;9 7/8;;10 1/4;;;;;;;;;;;;;;;
L;LARGO DELANTERO DESDE EL HPS;;P;CRITICA;;;28 1/2;;29 1/4;;30;;30 3/4;;31 1/2;;32 1/4;;;;;;;;;;;;;;;
M;LARGO DE MANGA POR EL CENTRO;;P;CRITICA;;;8 1/2;;8 7/8;;9 1/4;;9 5/8;;9 7/8;;10 3/8;;;;;;;;;;;;;;;
N;ANCHO DE MANGA EN SISA;;P;CRITICA;  3/8 ;  3/16;15 3/4;;17;;17 7/8;;18 7/8;;19 7/8;;20 7/8;;;;;;;;;;;;;;;
Ñ;ABERTURA DE MANGA;;P;CRITICA;  3/8 ;  3/16;13 5/8;;14 5/8;;15 1/2;;16 3/8;;17 3/8;;18 1/8;;;;;;;;;;;;;;;
O;ANCHO DE CUELLO;;C;CRITICA;;;15 3/4;;16 1/2;;17 1/4;;18;;18 3/4;;19 1/2;;;;;;;;;;;;;;;
P;ALTO DE CUELLO ;;C;CRITICA;;;2 1/8;;2 1/8;;2 1/8;;2 1/8;;2 1/8;;2 1/8;;;;;;;;;;;;;;;
Q;ANCHO DE TAPETE ESCOTE ESPALDA;;C;CRITICA;;;12 1/2;;12 3/4;;13;;13 1/4;;13 1/2;;13 3/4;;;;;;;;;;;;;;;
R;ALTO DE TAPETE ;;C;CRITICA;;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;;;;;;;;;;;;;;
S;ANCHO PECHERA SUPERIOR;;C;CRITICA;;;1 1/4;;1 1/4;;1 1/4;;1 1/4;;1 1/4;;1 1/4;;;;;;;;;;;;;;;
T;ALTO PECHERA SUPERIOR;;C;CRITICA;;;8 3/4;;8 3/4;;8 3/4;;8 3/4;;8 3/4;;8 3/4;;;;;;;;;;;;;;;
U;ANCHO PECHERA INFERIOR;;C;CRITICA;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;
V;ALTO PECHERA INFERIOR;;C;CRITICA;;;8 3/4;;8 3/4;;8 3/4;;8 3/4;;8 3/4;;8 3/4;;;;;;;;;;;;;;;
W;ANCHO  PECHERA ;;C;CRITICA;;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;;;;;;;;;;;;;;
X;ALTO DE PECHERA;;C;CRITICA;;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;;;;;;;;;;;;;;
1;LARGO DE TAJO DE PECHERA ;;P;CRITICA;;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;5  3/4 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
