C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  7/16;  7/16;20  3/4 ;;21  3/4 ;;23      ;;24  7/16;;26  7/16;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO Y ESPALDA;;P;CRITICA;  7/16;  7/16;14 15/16;;15  7/16;;15 11/16;;16  1/16;;16  7/16;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  7/16;7  1/8 ;;7  5/8 ;;7 13/16;;8  1/8 ;;8  5/8 ;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;6 11/16;;6 15/16;;7  3/16;;7  7/16;;7 11/16;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;4  1/8 ;;4  3/8 ;;4  5/8 ;;4  7/8 ;;5  1/8 ;;;;;;;;;;;;;;;;;
H;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;6 11/16;;6 15/16;;7  3/16;;7  7/16;;7 11/16;;;;;;;;;;;;;;;;;
I;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;;;;;;;;;;;;;;;;
J;LARGO SUPERIOR DE MANGA;;P;CRITICA;  7/16;  1/4 ;24  9/16;;24 13/16;;25  3/16;;25  1/2 ;;25 13/16;;;;;;;;;;;;;;;;;
K;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  7/16;  7/16;14  1/2 ;;15  1/2 ;;16  1/2 ;;17  1/2 ;;18  1/2 ;;;;;;;;;;;;;;;;;
L;ANCHO DE BOCA DE MANGA;;P;CRITICA;  7/16;  7/16;8  1/4 ;;8 13/16;;9  3/8 ;;10      ;;10  1/2 ;;;;;;;;;;;;;;;;;
M;LARGO DE COLLARETA DE CUELLO;;C;CRITICA;;;25  1/8 ;;26      ;;26 13/16;;27 11/16;;28  1/2 ;;;;;;;;;;;;;;;;;
N;ALTO DE COLLARETA DE CUELLO;;C;CRITICA;;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;4 15/16;;5  3/16;;5  1/4 ;;5  1/4 ;;5  3/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  7/16;  7/16;13  1/2 ;;14      ;;14  1/4 ;;14  5/8 ;;15      ;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;4 15/16;;5  3/16;;5  1/4 ;;5  1/4 ;;5  3/8 ;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO  ESPALDA;;P;CRITICA;  7/16;  7/16;13  3/4 ;;14  1/4 ;;14  1/2 ;;14  7/8 ;;15  1/4 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
