C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;44.3;;45.7;;47.5;;49.3;;51.1;;52.9;;54.7;;56.5;;58.3;;60.1;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;18.8;;19.6;;20.4;;21.2;;22.0;;22.8;;23.6;;24.4;;25.2;;26.0;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;42.1;;43.7;;45.6;;47.5;;49.4;;51.6;;53.8;;56.0;;58.2;;60.4;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.80;1.00;23.2;;23.8;;24.4;;25.0;;25.7;;26.5;;27.4;;28.4;;29.5;;30.5;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;49.6;;52.1;;55.6;;59.1;;62.6;;67.1;;71.6;;76.1;;80.6;;85.1;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;47.7;;50.2;;53.8;;57.3;;60.8;;65.3;;69.8;;74.3;;78.8;;83.3;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.80;0.70;75.4;;76.9;;78.4;;79.9;;81.4;;83.4;;85.4;;87.4;;89.4;;91.4;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;14.6;;15.1;;15.8;;16.5;;17.2;;17.9;;18.6;;19.3;;20.0;;20.7;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;15.5;;16.0;;16.5;;17.0;;17.5;;18.0;;18.5;;19.0;;19.5;;20.0;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;7.7;;8.1;;8.5;;8.9;;9.3;;9.7;;10.1;;10.5;;10.9;;11.3;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;42.9;;44.3;;46.1;;47.9;;49.7;;51.5;;53.3;;55.1;;56.9;;58.7;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;15.6;;16.4;;17.2;;18.0;;18.8;;19.6;;20.4;;21.2;;22.0;;22.8;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;40.1;;41.7;;43.6;;45.5;;47.4;;49.6;;51.8;;54.0;;56.2;;58.4;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.80;1.00;19.8;;20.4;;21.1;;21.8;;22.6;;23.5;;24.5;;25.5;;26.6;;27.7;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.80;0.70;72.2;;73.7;;75.2;;76.7;;78.2;;80.2;;82.2;;84.2;;86.3;;88.3;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;68.2;;68.7;;69.2;;69.7;;70.2;;70.7;;71.2;;71.7;;72.2;;72.7;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;36.1;;37.5;;39.3;;41.1;;42.9;;45.8;;48.6;;51.5;;54.3;;57.2;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;24.0;;24.6;;25.3;;26.0;;26.7;;27.3;;28.0;;28.7;;29.4;;30.1;;;;;;;
V;LARGO DE CUELLO  EN BORDE;;C;CRITICA;;;37.3;;38.6;;39.9;;41.1;;42.4;;43.7;;45.1;;46.4;;47.8;;49.1;;;;;;;
X;ALTO DE CUELLO;;C;CRITICA;;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;4.7;;;;;;;
Y;LARGO DE TAPETE;;C;CRITICA;;;31.7;;32.3;;32.8;;33.4;;34.0;;34.5;;35.1;;35.6;;36.2;;36.8;;;;;;;
Z;ALTO DE TAPETE;;C;CRITICA;;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;2.9;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
