C;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;;;48  1/2 ;;49  3/4 ;;51  1/16;;52  5/16;;53 13/16;;56  1/8 ;;;;;;;;;;;;;;;
D;BOCA DE MANGA DELANTERO;;P;CRITICA;;;4  3/4 ;;5  1/16;;5  5/16;;5  9/16;;8  7/8 ;;6  1/8 ;;;;;;;;;;;;;;;
E;ANCHO DE DELANTERO EN SISA;;P;CRITICA;;;45  1/2 ;;46  1/2 ;;47 11/16;;48 13/16;;50  3/16;;52  1/4 ;;;;;;;;;;;;;;;
F;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;26  1/8 ;;26  5/8 ;;27  1/8 ;;27  5/8 ;;28  1/8 ;;29      ;;;;;;;;;;;;;;;
G;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;16  1/4 ;;17  1/4 ;;18  1/4 ;;19  1/4 ;;20  3/4 ;;22  1/4 ;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;24  9/16;;25  3/16;;25 13/16;;26  1/2 ;;27  1/4 ;;28  3/8 ;;;;;;;;;;;;;;;
K;BOCA DE MANGA ESPALDA;;P;CRITICA;;;4  3/4 ;;5  1/16;;5  5/16;;5  9/16;;8  7/8 ;;6  1/8 ;;;;;;;;;;;;;;;
L;ANCHO DE ESPALDA EN SISA;;P;CRITICA;;;23  1/16;;23  5/8 ;;24  1/8 ;;24  3/4 ;;25  3/8 ;;26  7/16;;;;;;;;;;;;;;;
M;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;26  1/8 ;;26  5/8 ;;27  1/8 ;;27  5/8 ;;28  1/8 ;;29      ;;;;;;;;;;;;;;;
N;ANCHO DE FALDON ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;8  7/16;;8 15/16;;9  7/16;;9 15/16;;10 11/16;;11  7/16;;;;;;;;;;;;;;;
S;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;14  1/8 ;;14  1/2 ;;14  7/8 ;;15  3/16;;15  9/16;;15 15/16;;;;;;;;;;;;;;;
T;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
U;LARGO DE COLLARETA CUELLO;;C;CRITICA;;;26  9/16;;27  1/4 ;;28      ;;28 13/16;;29  9/16;;30  3/8 ;;;;;;;;;;;;;;;
W;ALTO DE COLLARETA CUELLO;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
1;ALTO DE PECHO DELANTERO;;P;CRITICA;;;11 11/16;;12  3/16;;12 11/16;;13  3/16;;13 11/16;;14  3/16;;;;;;;;;;;;;;;
2;ANCHO DE PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;23  3/8 ;;24  3/8 ;;25  3/8 ;;26  3/8 ;;27  7/8 ;;29  1/2 ;;;;;;;;;;;;;;;
3;ALTO DE PECHO ESPALDA;;P;CRITICA;;;11 11/16;;12  3/16;;12 11/16;;13  3/16;;13 11/16;;14  3/16;;;;;;;;;;;;;;;
4;ANCHO DE PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;11  3/4 ;;12  1/4 ;;12  3/4 ;;13  1/4 ;;14      ;;15      ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
