C;ANCHO DE FALDON DELANTERO Y ESPALDA;;CRITICA;  3/8 ;  3/8 ;17  7/8 ;;18  7/8 ;;19  7/8 ;;20  7/8 ;;22  3/8 ;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;CRITICA;  3/8 ;  3/8 ;14  1/4 ;;14  3/4 ;;15  1/4 ;;15  3/4 ;;16  1/2 ;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;CRITICA;;;6  1/2 ;;7      ;;7  1/2 ;;8      ;;8  3/4 ;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;CRITICA;;;6 15/16;;7  3/16;;7  7/16;;7 11/16;;7 15/16;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;CRITICA;;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  1/2 ;;4  5/8 ;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;CRITICA;  5/16;  1/4 ;24  1/8 ;;24  5/8 ;;25  1/8 ;;25  5/8 ;;26  1/8 ;;;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;CRITICA;  3/8 ;  3/8 ;14  1/2 ;;15      ;;15  1/2 ;;16      ;;16  3/4 ;;;;;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;CRITICA;  5/16;  1/4 ;6 15/16;;7  7/16;;7 15/16;;8  7/16;;9  3/16;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;CRITICA;;;7  1/8 ;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  1/8 ;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;CRITICA;;;1  3/8 ;;1  1/2 ;;1  5/8 ;;1  3/4 ;;1  7/8 ;;;;;;;;;;;;;;;;;
M;LARGO DE MANGA ;;CRITICA;  3/8 ;  1/4 ;6  3/8 ;;6  5/8 ;;6  7/8 ;;7  1/8 ;;7  3/8 ;;;;;;;;;;;;;;;;;
N;ANCHO DE MANGA (BICEP);;CRITICA;  3/8 ;  3/8 ;13  1/2 ;;14  3/8 ;;15  1/4 ;;16      ;;17  7/8 ;;;;;;;;;;;;;;;;;
O;ANCHO BOCA DE MANGA;;CRITICA;  3/8 ;  3/8 ;10  3/4 ;;11 13/16;;12 13/16;;13  7/16;;14 13/16;;;;;;;;;;;;;;;;;
P;LARGO DE CUELLO(DISP);;CRITICA;;;24  7/8 ;;25  5/8 ;;26  3/8 ;;27      ;;27  3/4 ;;;;;;;;;;;;;;;;;
Q;ALTO DE CUELLO (DISP);;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;
R;LARGO DE TAPETE CUELLO;;CRITICA;;;12 13/16;;13  3/16;;13  9/16;;13 15/16;;14  5/16;;;;;;;;;;;;;;;;;
S;ALTO DE TAPETE CUELLO;;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;CRITICA;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;CRITICA;  3/8 ;  3/8 ;12  3/4 ;;13  1/4 ;;13  3/4 ;;14  1/4 ;;15      ;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;CRITICA;;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;CRITICA;  3/8 ;  3/8 ;13      ;;13  1/2 ;;14      ;;14  1/2 ;;15  1/4 ;;;;;;;;;;;;;;;;;
;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MEDIDAS ADICIONALES PARA DELANTEROS CON TAJO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
