C;ANCHO DE FALDON DELANTERO Y ESPALDA;;CRITICAL;  3/8 ;  3/8 ;17  1/2 ;;18  1/2 ;;19  1/2 ;;20  1/2 ;;21  7/8 ;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;CRITICAL;  3/8 ;  3/8 ;14      ;;14  1/2 ;;15      ;;15  1/2 ;;16  1/4 ;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;CRITICAL;;;6  1/2 ;;7      ;;7  1/2 ;;8      ;;8 13/16;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;CRITICAL;;;6  3/4 ;;7      ;;7  1/4 ;;7  1/2 ;;7  3/4 ;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;CRITICAL;;;6  5/8 ;;6  3/4 ;;6  7/8 ;;7      ;;7  1/8 ;;;;;;;;;;;;;;;;;
H;ANCHO DE ESCOTE DELANTERO A 3/4 ;;CRITICAL;;;5  1/4 ;;5  1/2 ;;5  3/4 ;;6      ;;6  1/4 ;;;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;CRITICAL;  5/16;  1/4 ;25  5/8 ;;26  1/8 ;;26  5/8 ;;27  1/8 ;;27  5/8 ;;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;CRITICAL;  3/8 ;  3/8 ;14  1/4 ;;14  3/4 ;;15  1/4 ;;15  3/4 ;;16  1/2 ;;;;;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;CRITICAL;;;6 15/16;;7  7/16;;7 15/16;;8  7/16;;9  3/16;;;;;;;;;;;;;;;;;
L;ABERTURA DE CUELLO ESPÀLDA;;CRITICAL;;;7      ;;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;;;;;;;;;;;;;;;;
M;CAIDA DE CUELLO ESPALDA;;CRITICAL;;;1  5/16;;1  7/16;;1  9/16;;1 11/16;;1 13/16;;;;;;;;;;;;;;;;;
O;LARGO SUPERIOR DE MANGA;;CRITICAL;  3/8 ;  1/4 ;18  5/16;;18 11/16;;19  1/16;;19  7/16;;19 13/16;;;;;;;;;;;;;;;;;
P;BICEP ANCHO SUPERIOR DE MANGA;;CRITICAL;  3/8 ;  3/8 ;10  1/2 ;;11  1/4 ;;12      ;;12  3/4 ;;14      ;;;;;;;;;;;;;;;;;
Q;ANCHO DE BOCA DE MANGA;;CRITICAL;  3/8 ;  3/8 ;8  7/16;;8 15/16;;9  1/2 ;;10      ;;10  1/2 ;;;;;;;;;;;;;;;;;
R;LARGO DE COLLARETA CUELLO;;CRITICAL;;;32 11/16;;33  9/16;;34  7/16;;35  1/4 ;;36  1/8 ;;;;;;;;;;;;;;;;;
S;ALTO DE COLLARETA CUELLO;;CRITICAL;;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;;;;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;CRITICAL;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;;;;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;CRITICAL;  3/8 ;  3/8 ;12  5/8 ;;13  1/8 ;;13  5/8 ;;14  1/8 ;;14  7/8 ;;;;;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;CRITICAL;;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;CRITICAL;  3/8 ;  3/8 ;13  5/8 ;;14  1/8 ;;14  5/8 ;;15  1/8 ;;15  7/8 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
