A;LARGO DE CUERPO DELANTERO;;P;CRITICA;;;26  1/4 ;;26  3/4 ;;27  1/4 ;;27  7/8 ;;28  1/2 ;;28  7/8 ;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE PECHO DELANTERO EN SISA;;P;CRITICA;;;18  1/16;;19  1/16;;20  1/16;;21  5/16;;23  1/16;;24  1/16;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;20  9/16;;21  9/16;;22  9/16;;23 13/16;;25  9/16;;26  9/16;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;;;15      ;;15  1/2 ;;16      ;;16  5/8 ;;17  3/8 ;;17  3/4 ;;;;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;6  1/2 ;;6  7/8 ;;7  3/8 ;;7  3/4 ;;8  3/16;;8  1/2 ;;;;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;  5/16;  3/8 ;5  1/4 ;;5  1/2 ;;5  3/4 ;;6      ;;6  1/4 ;;6  3/8 ;;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;7  3/8 ;;7  5/8 ;;7  3/4 ;;7  7/8 ;;8  1/8 ;;8  1/4 ;;;;;;;;;;;;;;;;;;;;
H;ANCHO DE TAJO DE PECHERA EN DELANTERO;;P;CRITICA;  3/8 ;  3/8 ; 15/16;; 15/16;; 15/16;; 15/16;; 15/16;; 15/16;;;;;;;;;;;;;;;;;;;;
I;ABERTURA LATERAL DELANTERO;;P;CRITICA;;;4  1/2 ;;4  1/2 ;;4  1/2 ;;4  1/2 ;;4  1/2 ;;4  1/2 ;;;;;;;;;;;;;;;;;;;;
J;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;29  1/4 ;;29  3/4 ;;30  1/4 ;;30  3/4 ;;31  1/2 ;;31  7/8 ;;;;;;;;;;;;;;;;;;;;
K;ANCHO DE PECHO ESPALDA EN SISA;;P;CRITICA;;;17      ;;18      ;;19      ;;20  1/4 ;;22      ;;23      ;;;;;;;;;;;;;;;;;;;;
L;ANCHO DE FALDON ESPALDA;;P;CRITICA;;;21 11/16;;22 11/16;;23 11/16;;24 15/16;;26 11/16;;27 11/16;;;;;;;;;;;;;;;;;;;;
LL;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;15  1/2 ;;16      ;;16  1/2 ;;17  1/8 ;;17  7/8 ;;18  1/4 ;;;;;;;;;;;;;;;;;;;;
M;SISA RECTA ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;7 15/16;;8  5/16;;8  3/4 ;;9  1/16;;9  1/2 ;;9  3/4 ;;;;;;;;;;;;;;;;;;;;
N;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;5  3/4 ;;6      ;;6  1/4 ;;6  1/2 ;;6  3/4 ;;6  7/8 ;;;;;;;;;;;;;;;;;;;;
Ñ;CAIDA DE CUELLO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;2  5/16;;2  5/16;;2  5/16;;2  5/16;;2  7/16;;2  7/16;;;;;;;;;;;;;;;;;;;;
O;ABERTURA LATERAL ESPALDA;;P;CRITICA;  5/16;  3/8 ;6      ;;6      ;;6      ;;6      ;;6      ;;6      ;;;;;;;;;;;;;;;;;;;;
P;LARGO SUPERIOR DE MANGA;;P;CRITICA;  5/16;  1/4 ;12  1/8 ;;12  3/8 ;;12  5/8 ;;12  7/8 ;;13  1/8 ;;13  1/4 ;;;;;;;;;;;;;;;;;;;;
Q;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;13  1/16;;13 15/16;;14  3/4 ;;15  1/2 ;;16  9/16;;17  7/16;;;;;;;;;;;;;;;;;;;;
R;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;10  7/8 ;;11  3/8 ;;12      ;;12  1/2 ;;13  3/8 ;;13  7/8 ;;;;;;;;;;;;;;;;;;;;
S;LARGO DE BANDA SUPERIOR E INFERIOR;;C;CRITICA;  3/8 ;  3/8 ;15  1/8 ;;15  7/8 ;;16  5/8 ;;17  3/8 ;;18  1/8 ;;18  1/2 ;;;;;;;;;;;;;;;;;;;;
T;ALTO DE BANDA SUPEIOR E INFERIOR;;C;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;;;;;
U;ANCHO SUPERIOR DE CUELLO EXTERIOR;;C;CRITICA;;;14  1/2 ;;15  1/4 ;;16      ;;16  3/4 ;;17  1/2 ;;17  7/8 ;;;;;;;;;;;;;;;;;;;;
V;ALTO DE CUELLO EXTERIOR E INTERIOR;;C;CRITICA;;;2 15/16;;2 15/16;;2 15/16;;2 15/16;;2 15/16;;2 15/16;;;;;;;;;;;;;;;;;;;;
W;ANCHO INFERIOR DE CUELLO EXTERIOR;;C;CRITICA;;;12  1/2 ;;13  1/4 ;;14      ;;14  3/4 ;;15  1/2 ;;15  7/8 ;;;;;;;;;;;;;;;;;;;;
X;ANCHO SUPERIOR DE CUELLO INFERIOR;;C;CRITICA;;;14  3/4 ;;15  1/2 ;;16  1/4 ;;17      ;;17  3/4 ;;18  1/8 ;;;;;;;;;;;;;;;;;;;;
Y;ANCHO INFERIOR DE CUELLO INFERIOR;;C;CRITICA;;;12  3/4 ;;13  1/2 ;;14  1/4 ;;15      ;;15  3/4 ;;16  1/8 ;;;;;;;;;;;;;;;;;;;;
Z;LARGO DE PECHERA EN EL CENTRO;;C;CRITICA;;;7  1/8 ;;7  1/8 ;;7  1/8 ;;7  1/8 ;;7  1/8 ;;7  1/8 ;;;;;;;;;;;;;;;;;;;;
A1;ANCHO DE PECHERA ;;C;CRITICA;;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;2  3/4 ;;;;;;;;;;;;;;;;;;;;
A2;LARGO DE PECHERA EN COSTADO;;C;CRITICA;;;7 11/16;;7 11/16;;7 11/16;;7 11/16;;7 11/16;;7 11/16;;;;;;;;;;;;;;;;;;;;
A3;LARGO DE PECHERA EN PARTE SUPERIOR;;C;CRITICA;;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
