I;CAIDA DE CUELLO DELANTERO;;P;CRITICAL;;;;;4  5/16;;4  7/16;;1 11/16;;4 13/16;;5  1/16;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO DELANTERO ;;P;CRITICAL;  1/4 ;  1/4 ;;;14 15/16;;15  7/16;;15 15/16;;16  7/16;;16 15/16;;;;;;;;;;;;;;;
K;SISA RECTA DELANTERO ;;P;CRITICAL;  5/16;  1/4 ;;;9  7/8 ;;10  5/8 ;;11  1/2 ;;12  1/4 ;;13  1/16;;;;;;;;;;;;;;;
L;LARGO DE CUERPO DELANTERO ;;P;CRITICAL;  5/16;  1/4 ;;;29  1/8 ;;29  3/4 ;;30  3/8 ;;30  5/8 ;;30  7/8 ;;;;;;;;;;;;;;;
M;LARGO DE CUELLO EN BORDE;;C;CRITICAL;;;;;20 11/16;;21  3/8 ;;22  1/16;;22  3/4 ;;23  7/16;;;;;;;;;;;;;;;
N;LARGO DE CUELLO EN CENTRO;;C;CRITICAL;;;;;20  3/16;;20 13/16;;21  9/16;;22  3/16;;22 15/16;;;;;;;;;;;;;;;
O;ALTO DE CUELLO;;C;CRITICAL;;;;;1  9/16;;1  9/16;;1  9/16;;1  9/16;;1  9/16;;;;;;;;;;;;;;;
P;LARGO DE TAPETE;;C;CRITICAL;;;;;14  1/2 ;;14  7/8 ;;15  1/8 ;;15  1/2 ;;15  3/4 ;;;;;;;;;;;;;;;
Q;ALTO DE TAPETE;;C;CRITICAL;;;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
R;LARGO DE SISA EN BORDE;;C;CRITICAL;;;;;21  5/8 ;;23  3/8 ;;25  1/4 ;;27      ;;28  3/4 ;;;;;;;;;;;;;;;
S;LARGO DE SISA EN CENTRO;;C;CRITICAL;;;;;21  1/4 ;;23      ;;24  3/4 ;;26  1/2 ;;28  1/8 ;;;;;;;;;;;;;;;
T;ALTO DE SISA;;C;CRITICAL;;;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
